round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;255;10;10;65;4;4
64;254;9;10;64;3;4
96;255;9;10;65;3;4
128;251;10;10;62;4;4
160;255;10;10;65;4;4
192;254;9;10;64;3;4
224;255;9;10;65;3;4
256;251;10;10;62;4;4
288;255;10;10;65;4;4
320;254;9;10;64;3;4
352;255;9;10;65;3;4
384;251;10;10;62;4;4
416;255;10;10;65;4;4
448;254;9;10;64;3;4
480;255;9;10;65;3;4
512;251;10;10;62;4;4
544;255;10;10;65;4;4
576;254;9;10;64;3;4
608;255;9;10;65;3;4
640;251;10;10;62;4;4
672;255;10;10;65;4;4
704;254;9;10;64;3;4
736;255;9;10;65;3;4
768;251;10;10;62;4;4
800;255;10;10;65;4;4
832;254;9;10;64;3;4
864;255;9;10;65;3;4
896;251;10;10;62;4;4
928;255;10;10;65;4;4
960;254;9;10;64;3;4
992;255;9;10;65;3;4
1024;251;10;10;62;4;4
1056;255;10;10;65;4;4
1088;254;9;10;64;3;4
1120;255;9;10;65;3;4
1152;251;10;10;62;4;4
1184;255;10;10;65;4;4
1216;254;9;10;64;3;4
1248;255;9;10;65;3;4
1280;251;10;10;62;4;4
1312;255;10;10;65;4;4
1344;254;9;10;64;3;4
1376;255;9;10;65;3;4
1408;251;10;10;62;4;4
1440;255;10;10;65;4;4
1472;254;9;10;64;3;4
1504;255;9;10;65;3;4
1536;251;10;10;62;4;4
1568;255;10;10;65;4;4
1600;254;9;10;64;3;4
1632;255;9;10;65;3;4
1664;251;10;10;62;4;4
1696;255;10;10;65;4;4
1728;254;9;10;64;3;4
1760;255;9;10;65;3;4
1792;251;10;10;62;4;4
1824;255;10;10;65;4;4
1856;254;9;10;64;3;4
1888;255;9;10;65;3;4
1920;251;10;10;62;4;4
1952;158;6;10;32;2;4
1984;158;6;10;32;2;4
2016;158;6;10;32;2;4
2048;111;6;10;16;2;4
