round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;445;18;18;130;8;8
64;443;17;18;128;7;8
96;445;17;18;130;7;8
128;439;17;18;125;7;8
160;445;17;18;130;7;8
192;443;16;18;128;6;8
224;444;16;18;129;6;8
256;439;17;18;125;7;8
288;445;17;18;130;7;8
320;443;16;18;128;6;8
352;444;16;18;129;6;8
384;440;17;18;126;7;8
416;444;17;18;129;7;8
448;443;17;18;128;7;8
480;445;17;18;130;7;8
512;436;16;18;123;6;8
544;445;18;18;130;8;8
576;443;17;18;128;7;8
608;445;17;18;130;7;8
640;439;17;18;125;7;8
672;445;17;18;130;7;8
704;443;16;18;128;6;8
736;444;16;18;129;6;8
768;439;17;18;125;7;8
800;445;17;18;130;7;8
832;443;16;18;128;6;8
864;444;16;18;129;6;8
896;440;17;18;126;7;8
928;444;17;18;129;7;8
960;443;17;18;128;7;8
992;445;17;18;130;7;8
1024;436;16;18;123;6;8
1056;445;18;18;130;8;8
1088;443;17;18;128;7;8
1120;445;17;18;130;7;8
1152;439;17;18;125;7;8
1184;445;17;18;130;7;8
1216;443;16;18;128;6;8
1248;444;16;18;129;6;8
1280;439;17;18;125;7;8
1312;445;17;18;130;7;8
1344;443;16;18;128;6;8
1376;444;16;18;129;6;8
1408;440;17;18;126;7;8
1440;444;17;18;129;7;8
1472;443;17;18;128;7;8
1504;445;17;18;130;7;8
1536;436;16;18;123;6;8
1568;348;14;18;97;6;8
1600;347;13;18;96;5;8
1632;348;13;18;97;5;8
1664;344;13;18;94;5;8
1696;348;14;18;97;6;8
1728;347;13;18;96;5;8
1760;348;13;18;97;5;8
1792;344;13;18;94;5;8
1824;348;14;18;97;6;8
1856;347;13;18;96;5;8
1888;348;13;18;97;5;8
1920;344;13;18;94;5;8
1952;251;10;18;64;4;8
1984;251;10;18;64;4;8
2016;251;10;18;64;4;8
2048;133;6;18;24;2;8
