round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
64;2182;46;46;709;22;22
128;2175;44;46;703;20;22
192;2182;43;46;709;19;22
256;2169;44;46;698;20;22
320;2182;43;46;709;19;22
384;2175;43;46;703;19;22
448;2179;43;46;706;19;22
512;2167;44;46;697;20;22
576;2182;44;46;709;20;22
640;2175;42;46;703;18;22
704;2180;42;46;707;18;22
768;2171;43;46;700;19;22
832;2180;43;46;707;19;22
896;2175;43;46;703;19;22
960;2181;44;46;708;20;22
1024;2163;42;46;694;18;22
1088;2182;45;46;709;21;22
1152;2175;43;46;703;19;22
1216;2181;42;46;708;18;22
1280;2170;43;46;699;19;22
1344;2181;43;46;708;19;22
1408;2175;42;46;703;18;22
1472;2180;43;46;707;19;22
1536;2167;43;46;697;19;22
1600;2181;44;46;708;20;22
1664;2175;42;46;703;18;22
1728;2181;43;46;708;19;22
1792;2170;42;46;699;18;22
1856;2181;44;46;708;20;22
1920;2175;42;46;703;18;22
1984;2181;43;46;708;19;22
2048;2160;41;46;692;17;22
2112;1989;42;46;644;20;22
2176;1983;40;46;639;18;22
2240;1989;39;46;644;17;22
2304;1978;40;46;635;18;22
2368;1989;40;46;644;18;22
2432;1983;39;46;639;17;22
2496;1987;39;46;642;17;22
2560;1976;40;46;634;18;22
2624;1989;41;46;644;19;22
2688;1983;39;46;639;17;22
2752;1988;39;46;643;17;22
2816;1979;39;46;636;17;22
2880;1988;40;46;643;18;22
2944;1983;39;46;639;17;22
3008;1988;40;46;643;18;22
3072;1973;39;46;632;17;22
3136;1796;38;46;579;18;22
3200;1791;36;46;575;16;22
3264;1796;36;46;579;16;22
3328;1787;36;46;572;16;22
3392;1796;37;46;579;17;22
3456;1791;35;46;575;15;22
3520;1795;36;46;578;16;22
3584;1785;36;46;571;16;22
3648;1603;34;46;514;16;22
3712;1599;32;46;511;14;22
3776;1603;33;46;514;15;22
3840;1596;32;46;509;14;22
3904;1410;30;46;449;14;22
3968;1407;29;46;447;13;22
4032;1217;26;46;384;12;22
4096;845;22;46;258;10;22
