round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
4;8;2;2;0;0;0
8;8;2;2;0;0;0
12;8;2;2;0;0;0
16;8;2;2;0;0;0
20;8;2;2;0;0;0
24;8;2;2;0;0;0
28;8;2;2;0;0;0
32;8;2;2;0;0;0
36;8;2;2;0;0;0
40;8;2;2;0;0;0
44;8;2;2;0;0;0
48;8;2;2;0;0;0
52;8;2;2;0;0;0
56;8;2;2;0;0;0
60;8;2;2;0;0;0
64;8;2;2;0;0;0
68;8;2;2;0;0;0
72;8;2;2;0;0;0
76;8;2;2;0;0;0
80;8;2;2;0;0;0
84;8;2;2;0;0;0
88;8;2;2;0;0;0
92;8;2;2;0;0;0
96;8;2;2;0;0;0
100;8;2;2;0;0;0
104;8;2;2;0;0;0
108;8;2;2;0;0;0
112;8;2;2;0;0;0
116;8;2;2;0;0;0
120;8;2;2;0;0;0
124;8;2;2;0;0;0
128;8;2;2;0;0;0
132;8;2;2;0;0;0
136;8;2;2;0;0;0
140;8;2;2;0;0;0
144;8;2;2;0;0;0
148;8;2;2;0;0;0
152;8;2;2;0;0;0
156;8;2;2;0;0;0
160;8;2;2;0;0;0
164;8;2;2;0;0;0
168;8;2;2;0;0;0
172;8;2;2;0;0;0
176;8;2;2;0;0;0
180;8;2;2;0;0;0
184;8;2;2;0;0;0
188;8;2;2;0;0;0
192;8;2;2;0;0;0
196;8;2;2;0;0;0
200;8;2;2;0;0;0
204;8;2;2;0;0;0
208;8;2;2;0;0;0
212;8;2;2;0;0;0
216;8;2;2;0;0;0
220;8;2;2;0;0;0
224;8;2;2;0;0;0
228;8;2;2;0;0;0
232;8;2;2;0;0;0
236;8;2;2;0;0;0
240;8;2;2;0;0;0
244;8;2;2;0;0;0
248;8;2;2;0;0;0
252;8;2;2;0;0;0
256;8;2;2;0;0;0
