round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
8;89;14;14;26;6;6
16;87;13;14;24;5;6
24;89;13;14;26;5;6
32;83;13;14;21;5;6
40;89;13;14;26;5;6
48;87;12;14;24;4;6
56;88;12;14;25;4;6
64;83;13;14;21;5;6
72;89;13;14;26;5;6
80;87;12;14;24;4;6
88;88;12;14;25;4;6
96;84;13;14;22;5;6
104;88;13;14;25;5;6
112;87;13;14;24;5;6
120;89;13;14;26;5;6
128;80;12;14;19;4;6
136;89;14;14;26;6;6
144;87;13;14;24;5;6
152;89;13;14;26;5;6
160;83;13;14;21;5;6
168;89;13;14;26;5;6
176;87;12;14;24;4;6
184;88;12;14;25;4;6
192;83;13;14;21;5;6
200;89;13;14;26;5;6
208;87;12;14;24;4;6
216;88;12;14;25;4;6
224;84;13;14;22;5;6
232;88;13;14;25;5;6
240;87;13;14;24;5;6
248;89;13;14;26;5;6
256;80;12;14;19;4;6
264;89;14;14;26;6;6
272;87;13;14;24;5;6
280;89;13;14;26;5;6
288;83;13;14;21;5;6
296;89;13;14;26;5;6
304;87;12;14;24;4;6
312;88;12;14;25;4;6
320;83;13;14;21;5;6
328;89;13;14;26;5;6
336;87;12;14;24;4;6
344;88;12;14;25;4;6
352;84;13;14;22;5;6
360;88;13;14;25;5;6
368;87;13;14;24;5;6
376;89;13;14;26;5;6
384;80;12;14;19;4;6
392;64;10;14;17;4;6
400;63;9;14;16;3;6
408;64;9;14;17;3;6
416;60;9;14;14;3;6
424;64;10;14;17;4;6
432;63;9;14;16;3;6
440;64;9;14;17;3;6
448;60;9;14;14;3;6
456;64;10;14;17;4;6
464;63;9;14;16;3;6
472;64;9;14;17;3;6
480;60;9;14;14;3;6
488;39;6;14;8;2;6
496;39;6;14;8;2;6
504;39;6;14;8;2;6
512;16;2;14;0;0;6
