round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
16;454;38;38;149;18;18
32;447;36;38;143;16;18
48;454;35;38;149;15;18
64;441;36;38;138;16;18
80;454;35;38;149;15;18
96;447;35;38;143;15;18
112;451;35;38;146;15;18
128;439;36;38;137;16;18
144;454;36;38;149;16;18
160;447;34;38;143;14;18
176;452;34;38;147;14;18
192;443;35;38;140;15;18
208;452;35;38;147;15;18
224;447;35;38;143;15;18
240;453;36;38;148;16;18
256;435;34;38;134;14;18
272;454;37;38;149;17;18
288;447;35;38;143;15;18
304;453;34;38;148;14;18
320;442;35;38;139;15;18
336;453;35;38;148;15;18
352;447;34;38;143;14;18
368;452;35;38;147;15;18
384;439;35;38;137;15;18
400;453;36;38;148;16;18
416;447;34;38;143;14;18
432;453;35;38;148;15;18
448;442;34;38;139;14;18
464;453;36;38;148;16;18
480;447;34;38;143;14;18
496;453;35;38;148;15;18
512;432;33;38;132;13;18
528;405;34;38;132;16;18
544;399;32;38;127;14;18
560;405;31;38;132;13;18
576;394;32;38;123;14;18
592;405;32;38;132;14;18
608;399;31;38;127;13;18
624;403;31;38;130;13;18
640;392;32;38;122;14;18
656;405;33;38;132;15;18
672;399;31;38;127;13;18
688;404;31;38;131;13;18
704;395;31;38;124;13;18
720;404;32;38;131;14;18
736;399;31;38;127;13;18
752;404;32;38;131;14;18
768;389;31;38;120;13;18
784;356;30;38;115;14;18
800;351;28;38;111;12;18
816;356;28;38;115;12;18
832;347;28;38;108;12;18
848;356;29;38;115;13;18
864;351;27;38;111;11;18
880;355;28;38;114;12;18
896;345;28;38;107;12;18
912;307;26;38;98;12;18
928;303;24;38;95;10;18
944;307;25;38;98;11;18
960;300;24;38;93;10;18
976;258;22;38;81;10;18
992;255;21;38;79;9;18
1008;209;18;38;64;8;18
1024;123;14;38;34;6;18
