round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
512;7096;18;18;2561;9;9
1024;7095;17;18;2560;8;9
1536;7096;17;18;2561;8;9
2048;7094;17;18;2559;8;9
2560;7096;17;18;2561;8;9
3072;7095;17;18;2560;8;9
3584;7095;17;18;2560;8;9
4096;7092;18;18;2558;9;9
4608;7096;18;18;2561;9;9
5120;7095;17;18;2560;8;9
5632;7096;17;18;2561;8;9
6144;7094;17;18;2559;8;9
6656;7096;17;18;2561;8;9
7168;7095;17;18;2560;8;9
7680;7095;17;18;2560;8;9
8192;7092;18;18;2558;9;9
8704;7096;18;18;2561;9;9
9216;7095;17;18;2560;8;9
9728;7096;17;18;2561;8;9
10240;7094;17;18;2559;8;9
10752;7096;17;18;2561;8;9
11264;7095;17;18;2560;8;9
11776;7095;17;18;2560;8;9
12288;7092;18;18;2558;9;9
12800;7096;18;18;2561;9;9
13312;7095;17;18;2560;8;9
13824;7096;17;18;2561;8;9
14336;7094;17;18;2559;8;9
14848;7096;17;18;2561;8;9
15360;7095;17;18;2560;8;9
15872;7095;17;18;2560;8;9
16384;7092;18;18;2558;9;9
16896;7096;18;18;2561;9;9
17408;7095;17;18;2560;8;9
17920;7096;17;18;2561;8;9
18432;7094;17;18;2559;8;9
18944;7096;17;18;2561;8;9
19456;7095;17;18;2560;8;9
19968;7095;17;18;2560;8;9
20480;7092;18;18;2558;9;9
20992;7096;18;18;2561;9;9
21504;7095;17;18;2560;8;9
22016;7096;17;18;2561;8;9
22528;7094;17;18;2559;8;9
23040;7096;17;18;2561;8;9
23552;7095;17;18;2560;8;9
24064;7095;17;18;2560;8;9
24576;7092;18;18;2558;9;9
25088;7096;18;18;2561;9;9
25600;7095;17;18;2560;8;9
26112;7096;17;18;2561;8;9
26624;7094;17;18;2559;8;9
27136;7096;17;18;2561;8;9
27648;7095;17;18;2560;8;9
28160;7095;17;18;2560;8;9
28672;7092;18;18;2558;9;9
29184;5559;14;18;2048;7;9
29696;5559;14;18;2048;7;9
30208;5559;14;18;2048;7;9
30720;5559;14;18;2048;7;9
31232;5559;14;18;2048;7;9
31744;5559;14;18;2048;7;9
32256;5559;14;18;2048;7;9
32768;3810;10;18;1464;5;9
