round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1024;23213;30;30;7170;14;14
2048;23211;29;30;7168;13;14
3072;23213;29;30;7170;13;14
4096;23207;29;30;7165;13;14
5120;23213;29;30;7170;13;14
6144;23211;28;30;7168;12;14
7168;23212;28;30;7169;12;14
8192;23207;29;30;7165;13;14
9216;23213;29;30;7170;13;14
10240;23211;28;30;7168;12;14
11264;23212;28;30;7169;12;14
12288;23208;29;30;7166;13;14
13312;23212;29;30;7169;13;14
14336;23211;29;30;7168;13;14
15360;23213;29;30;7170;13;14
16384;23204;28;30;7163;12;14
17408;23213;30;30;7170;14;14
18432;23211;29;30;7168;13;14
19456;23213;29;30;7170;13;14
20480;23207;29;30;7165;13;14
21504;23213;29;30;7170;13;14
22528;23211;28;30;7168;12;14
23552;23212;28;30;7169;12;14
24576;23207;29;30;7165;13;14
25600;23213;29;30;7170;13;14
26624;23211;28;30;7168;12;14
27648;23212;28;30;7169;12;14
28672;23208;29;30;7166;13;14
29696;23212;29;30;7169;13;14
30720;23211;29;30;7168;13;14
31744;23213;29;30;7170;13;14
32768;23204;28;30;7163;12;14
33792;23213;30;30;7170;14;14
34816;23211;29;30;7168;13;14
35840;23213;29;30;7170;13;14
36864;23207;29;30;7165;13;14
37888;23213;29;30;7170;13;14
38912;23211;28;30;7168;12;14
39936;23212;28;30;7169;12;14
40960;23207;29;30;7165;13;14
41984;23213;29;30;7170;13;14
43008;23211;28;30;7168;12;14
44032;23212;28;30;7169;12;14
45056;23208;29;30;7166;13;14
46080;23212;29;30;7169;13;14
47104;23211;29;30;7168;13;14
48128;23213;29;30;7170;13;14
49152;23204;28;30;7163;12;14
50176;20140;26;30;6145;12;14
51200;20139;25;30;6144;11;14
52224;20140;25;30;6145;11;14
53248;20136;25;30;6142;11;14
54272;20140;26;30;6145;12;14
55296;20139;25;30;6144;11;14
56320;20140;25;30;6145;11;14
57344;20136;25;30;6142;11;14
58368;20140;26;30;6145;12;14
59392;20139;25;30;6144;11;14
60416;20140;25;30;6145;11;14
61440;20136;25;30;6142;11;14
62464;17067;22;30;5120;10;14
63488;17067;22;30;5120;10;14
64512;17067;22;30;5120;10;14
65536;12980;18;30;3756;8;14
