timePerInitStep
1926437;30822993
1858476;29735625
1823325;29173210
1804563;28873016
1775442;28407075
1742279;27876475
1784261;28548190
1811490;28983854
1834422;29350760
1747539;27960634
1818546;29096751
1780349;28485586
1734197;27747159
1827847;29245565
1848951;29583217
1766750;28268010
1767167;28274680
1794043;28704701
1792728;28683661
1777366;28437862
1766045;28256721
1852382;29638122
1811234;28979750
1806583;28905340
1795070;28721123
1817680;29082895
1796802;28748836
1784807;28556914
1806776;28908422
1747090;27953446
1792215;28675454
1812774;29004384
1772010;28352166
1819958;29119331
1816333;29061343
1801516;28824265
1770342;28325482
1797154;28754476
1791702;28667240
1810240;28963843
1744524;27912394
1795102;28721634
1780349;28485586
1751676;28026828
1780188;28483022
1842921;29486744
1799656;28794503
1758989;28143826
1818065;29089054
1815243;29043894
1773068;28369100
1759502;28152038
1893916;30302656
1766429;28262876
1779130;28466086
1762292;28196682
1801228;28819649
1792408;28678529
1727911;27646578
1806904;28910475
1816686;29066987
1806969;28911504
1759951;28159222
