timePerAuthStep
6558872
6522597
6503042
6505981
6537270
6518353
6513540
6523551
6506793
6509962
6541844
6501383
6488921
6510452
6515148
6489934
6511833
6525552
6497537
6504006
6512829
6500913
6515144
6502699
6544736
6531031
6516262
6529608
6549154
6508567
6507283
6524432
6506342
6501000
6528090
6507652
6512704
6511993
6512585
6525912
6523616
6513930
6536405
6524496
6503866
6507284
6537999
6513192
6517564
6541566
6504845
6494494
6536302
6506478
6516030
6554690
6490580
6499266
6524662
6515061
4686956
4682637
4693695
4209218
