timePerInitStep
1826351
1864494
1813932
1823422
1825496
1824787
1824247
1823333
1823168
1817953
1825750
1821645
1819577
1818020
1833254
1817445
1822214
1818416
1820965
1819363
1821022
1820251
1816407
1821043
1817828
1833630
1806530
1819173
1820754
1823863
1816162
1814360
1817916
1824851
1836512
1836462
1839692
1829402
1831731
1823057
1849106
1831301
1826138
1826798
1830478
1830511
1844263
1820880
1826776
1826725
1828697
1829707
1824183
1826454
1831710
1822240
1821913
1838928
1829222
1825747
1825740
1828380
1830397
