timePerInitStep
1899817;7599271
1844782;7379128
1847732;7390928
2029901;8119606
1864281;7457126
1837212;7348851
1811812;7247248
1816814;7267259
1760496;7041986
1762549;7050197
1773966;7095867
1766654;7066618
1820022;7280088
1830798;7323194
1836443;7345772
1824640;7298562
1822460;7289840
1821176;7284705
1828746;7314984
1773325;7093301
1846192;7384771
1997957;7991830
1767167;7068671
1863896;7455586
1743434;6973737
1781279;7125117
1826180;7304721
1823229;7292916
1800779;7203116
1831568;7326273
1830156;7320626
1855686;7422746
1827078;7308312
1827590;7310363
1827847;7311391
1817071;7268287
1823101;7292405
1822588;7290352
1789361;7157445
1827848;7311392
1835160;7340640
1831439;7325759
1860561;7442245
1852094;7408377
1865949;7463797
1885577;7542309
1859150;7436600
1966527;7866109
2023359;8093436
1762036;7048145
1837726;7350904
1771016;7084064
1775506;7102026
1840676;7362706
1839393;7357575
1851453;7405812
1824512;7298050
1842472;7369890
1859535;7438140
1837854;7351416
1838367;7353470
1796417;7185670
1815275;7261101
