timePerInitStep
1855429;7421719
1841702;7366810
1838624;7354496
1916494;7665978
1917906;7671624
1840676;7362707
1838239;7352956
2016046;8064186
1892761;7571044
2050940;8203763
2000138;8000553
1935481;7741925
1853633;7414534
2365374;9461497
1844268;7377075
1910336;7641347
1841703;7366812
1891222;7564888
1858508;7434035
1805012;7220049
1781663;7126655
1815403;7261615
1809759;7239037
1889041;7556165
1908027;7632111
1857867;7431469
1943563;7774254
1838110;7352443
1847475;7389903
1847090;7388362
1861972;7447888
1830670;7322681
1807450;7229800
1869028;7476113
1808348;7233393
1819509;7278037
1843883;7375535
1868130;7472521
1821946;7287787
1770246;7080985
1816558;7266234
1738944;6955776
1712645;6850581
1785641;7142564
1758187;7032749
1764344;7057379
1817969;7271879
1824768;7299075
1768578;7074314
1823742;7294971
1841831;7367325
1822973;7291892
1820920;7283681
1821433;7285733
1822588;7290352
1823871;7295484
1822973;7291892
1814249;7256998
1798341;7193367
1743049;6972197
1773197;7092788
1733299;6933197
1772555;7090222
