round;minSpace;maxSpace
64;33;42
128;34;46
192;34;47
256;34;47
320;34;47
384;35;48
448;35;48
512;34;48
576;34;43
640;35;47
704;35;48
768;34;48
832;34;47
896;35;48
960;35;48
1024;33;48
1088;33;42
1152;34;46
1216;34;47
1280;34;47
1344;34;47
1408;35;48
1472;35;48
1536;33;48
1600;33;42
1664;34;46
1728;34;47
1792;33;47
1856;33;46
1920;34;47
1984;34;47
2048;30;47
2112;30;39
2176;31;43
2240;31;44
2304;31;44
2368;31;44
2432;32;45
2496;32;45
2560;31;45
2624;31;40
2688;32;44
2752;32;45
2816;31;45
2880;31;44
2944;32;45
3008;32;45
3072;29;45
3136;29;38
3200;30;42
3264;30;43
3328;30;43
3392;30;43
3456;31;44
3520;31;44
3584;28;44
3648;28;37
3712;28;37
3776;28;37
3840;25;36
3904;25;34
3968;24;34
4032;23;33
