rounds;minSpace;maxSpace
1;46;47
2;47;48
3;47;48
4;47;49
5;47;49
6;48;50
7;48;49
8;47;50
9;47;49
10;49;50
11;49;50
12;48;51
13;48;50
14;49;51
15;49;50
16;47;51
17;47;49
18;49;50
19;49;50
20;49;51
21;49;51
22;50;52
23;50;51
24;48;52
25;48;50
26;50;51
27;50;51
28;49;52
29;49;51
30;50;52
31;50;51
32;47;52
33;47;48
34;48;49
35;48;49
36;48;50
37;48;50
38;49;51
39;49;50
40;48;51
41;48;50
42;50;51
43;50;51
44;49;52
45;49;51
46;50;52
47;50;51
48;47;52
49;47;49
50;49;50
51;49;50
52;49;51
53;49;51
54;50;52
55;50;51
56;48;52
57;48;50
58;50;51
59;50;51
60;49;52
61;49;51
62;50;52
63;50;51
64;46;52
65;46;47
66;47;48
67;47;48
68;47;49
69;47;49
70;48;50
71;48;49
72;47;50
73;47;49
74;49;50
75;49;50
76;48;51
77;48;50
78;49;51
79;49;50
80;47;51
81;47;49
82;49;50
83;49;50
84;49;51
85;49;51
86;50;52
87;50;51
88;48;52
89;48;50
90;50;51
91;50;51
92;49;52
93;49;51
94;50;52
95;50;51
96;46;52
97;46;47
98;47;48
99;47;48
100;47;49
101;47;49
102;48;50
103;48;49
104;47;50
105;47;49
106;49;50
107;49;50
108;48;51
109;48;50
110;49;51
111;49;50
112;46;51
113;46;48
114;48;49
115;48;49
116;48;50
117;48;50
118;49;51
119;49;50
120;47;51
121;47;49
122;49;50
123;49;50
124;48;51
125;48;50
126;49;51
127;49;50
128;44;51
129;44;45
130;45;46
131;45;46
132;45;47
133;45;47
134;46;48
135;46;47
136;45;48
137;45;47
138;47;48
139;47;48
140;46;49
141;46;48
142;47;49
143;47;48
144;45;49
145;45;47
146;47;48
147;47;48
148;47;49
149;47;49
150;48;50
151;48;49
152;46;50
153;46;48
154;48;49
155;48;49
156;47;50
157;47;49
158;48;50
159;48;49
160;45;50
161;45;46
162;46;47
163;46;47
164;46;48
165;46;48
166;47;49
167;47;48
168;46;49
169;46;48
170;48;49
171;48;49
172;47;50
173;47;49
174;48;50
175;48;49
176;45;50
177;45;47
178;47;48
179;47;48
180;47;49
181;47;49
182;48;50
183;48;49
184;46;50
185;46;48
186;48;49
187;48;49
188;47;50
189;47;49
190;48;50
191;48;49
192;43;50
193;43;44
194;44;45
195;44;45
196;44;46
197;44;46
198;45;47
199;45;46
200;44;47
201;44;46
202;46;47
203;46;47
204;45;48
205;45;47
206;46;48
207;46;47
208;44;48
209;44;46
210;46;47
211;46;47
212;46;48
213;46;48
214;47;49
215;47;48
216;45;49
217;45;47
218;47;48
219;47;48
220;46;49
221;46;48
222;47;49
223;47;48
224;43;49
225;43;44
226;44;45
227;44;45
228;44;46
229;44;46
230;45;47
231;45;46
232;44;47
233;44;46
234;46;47
235;46;47
236;45;48
237;45;47
238;46;48
239;46;47
240;43;48
241;43;45
242;45;46
243;45;46
244;45;47
245;45;47
246;46;48
247;46;47
248;44;48
249;44;46
250;46;47
251;46;47
252;45;48
253;45;47
254;46;48
255;46;47
256;39;48
257;39;40
258;40;41
259;40;41
260;40;42
261;40;42
262;41;43
263;41;42
264;40;43
265;40;42
266;42;43
267;42;43
268;41;44
269;41;43
270;42;44
271;42;43
272;40;44
273;40;42
274;42;43
275;42;43
276;42;44
277;42;44
278;43;45
279;43;44
280;41;45
281;41;43
282;43;44
283;43;44
284;42;45
285;42;44
286;43;45
287;43;44
288;40;45
289;40;41
290;41;42
291;41;42
292;41;43
293;41;43
294;42;44
295;42;43
296;41;44
297;41;43
298;43;44
299;43;44
300;42;45
301;42;44
302;43;45
303;43;44
304;40;45
305;40;42
306;42;43
307;42;43
308;42;44
309;42;44
310;43;45
311;43;44
312;41;45
313;41;43
314;43;44
315;43;44
316;42;45
317;42;44
318;43;45
319;43;44
320;39;45
321;39;40
322;40;41
323;40;41
324;40;42
325;40;42
326;41;43
327;41;42
328;40;43
329;40;42
330;42;43
331;42;43
332;41;44
333;41;43
334;42;44
335;42;43
336;40;44
337;40;42
338;42;43
339;42;43
340;42;44
341;42;44
342;43;45
343;43;44
344;41;45
345;41;43
346;43;44
347;43;44
348;42;45
349;42;44
350;43;45
351;43;44
352;39;45
353;39;40
354;40;41
355;40;41
356;40;42
357;40;42
358;41;43
359;41;42
360;40;43
361;40;42
362;42;43
363;42;43
364;41;44
365;41;43
366;42;44
367;42;43
368;39;44
369;39;41
370;41;42
371;41;42
372;41;43
373;41;43
374;42;44
375;42;43
376;40;44
377;40;42
378;42;43
379;42;43
380;41;44
381;41;43
382;42;44
383;42;43
384;36;44
385;36;37
386;37;38
387;37;38
388;37;39
389;37;39
390;38;40
391;38;39
392;37;40
393;37;39
394;39;40
395;39;40
396;38;41
397;38;40
398;39;41
399;39;40
400;37;41
401;37;39
402;39;40
403;39;40
404;39;41
405;39;41
406;40;42
407;40;41
408;38;42
409;38;40
410;40;41
411;40;41
412;39;42
413;39;41
414;40;42
415;40;41
416;37;42
417;37;38
418;38;39
419;38;39
420;38;40
421;38;40
422;39;41
423;39;40
424;38;41
425;38;40
426;40;41
427;40;41
428;39;42
429;39;41
430;40;42
431;40;41
432;37;42
433;37;39
434;39;40
435;39;40
436;39;41
437;39;41
438;40;42
439;40;41
440;38;42
441;38;40
442;40;41
443;40;41
444;39;42
445;39;41
446;40;42
447;40;41
448;35;42
449;35;36
450;36;37
451;36;37
452;36;38
453;36;38
454;37;39
455;37;38
456;36;39
457;36;38
458;38;39
459;38;39
460;37;40
461;37;39
462;38;40
463;38;39
464;36;40
465;36;38
466;38;39
467;38;39
468;38;40
469;38;40
470;39;41
471;39;40
472;37;41
473;37;39
474;39;40
475;39;40
476;38;41
477;38;40
478;39;41
479;39;40
480;35;41
481;35;36
482;35;36
483;35;35
484;33;35
485;33;34
486;32;34
487;32;32
488;29;32
489;29;30
490;29;30
491;29;29
492;26;29
493;26;27
494;25;27
495;25;25
496;20;25
497;20;21
498;20;21
499;20;20
500;18;20
501;18;19
502;17;19
503;17;17
504;13;17
505;13;14
506;13;14
507;13;13
508;10;13
509;10;11
510;9;11
511;9;9
