rounds;minSpace;maxSpace
1;9;10
2;10;11
3;10;11
4;10;12
5;10;12
6;11;13
7;11;12
8;10;13
9;10;12
10;12;15
11;12;13
12;11;14
13;11;13
14;12;14
15;12;13
16;10;14
17;10;11
18;11;12
19;11;14
20;13;16
21;13;16
22;13;18
23;13;14
24;11;15
25;11;13
26;13;16
27;13;14
28;12;15
29;12;14
30;13;15
31;13;14
32;10;15
33;10;11
34;11;12
35;11;12
36;11;13
37;11;13
38;13;16
39;13;16
40;12;18
41;12;14
42;14;17
43;14;17
44;15;19
45;15;18
46;14;20
47;14;15
48;11;16
49;11;12
50;12;13
51;12;15
52;14;17
53;14;17
54;14;19
55;14;15
56;12;16
57;12;14
58;14;17
59;14;15
60;13;16
61;13;15
62;14;16
63;14;15
64;10;16
65;10;11
66;11;12
67;11;12
68;11;13
69;11;13
70;12;14
71;12;13
72;11;14
73;11;13
74;13;16
75;13;14
76;12;15
77;12;14
78;14;17
79;14;17
80;12;19
81;12;13
82;13;14
83;13;16
84;15;18
85;15;18
86;16;20
87;16;19
88;13;21
89;13;15
90;15;18
91;15;18
92;16;20
93;16;19
94;17;21
95;17;20
96;11;22
97;11;12
98;12;13
99;12;13
100;12;14
101;12;14
102;14;17
103;14;17
104;13;19
105;13;15
106;15;18
107;15;18
108;16;20
109;16;19
110;15;21
111;15;16
112;12;17
113;12;13
114;13;14
115;13;16
116;15;18
117;15;18
118;15;20
119;15;16
120;13;17
121;13;15
122;15;18
123;15;16
124;14;17
125;14;16
126;15;17
127;15;16
128;10;17
129;10;11
130;11;12
131;11;12
132;11;13
133;11;13
134;12;14
135;12;13
136;11;14
137;11;13
138;13;16
139;13;14
140;12;15
141;12;14
142;13;15
143;13;14
144;11;15
145;11;12
146;12;13
147;12;15
148;14;17
149;14;17
150;14;19
151;14;15
152;12;16
153;12;14
154;14;17
155;14;15
156;13;16
157;13;15
158;14;16
159;14;15
160;11;16
161;11;12
162;12;13
163;12;13
164;12;14
165;12;14
166;14;17
167;14;17
168;13;19
169;13;15
170;15;18
171;15;18
172;16;20
173;16;19
174;16;21
175;16;19
176;13;21
177;13;14
178;14;15
179;14;17
180;16;19
181;16;19
182;17;21
183;17;20
184;14;22
185;14;16
186;16;19
187;16;19
188;17;21
189;17;20
190;18;22
191;18;21
192;11;23
193;11;12
194;12;13
195;12;13
196;12;14
197;12;14
198;13;15
199;13;14
200;12;15
201;12;14
202;14;17
203;14;15
204;13;16
205;13;15
206;15;18
207;15;18
208;13;20
209;13;14
210;14;15
211;14;17
212;16;19
213;16;19
214;17;21
215;17;20
216;14;22
217;14;16
218;16;19
219;16;19
220;17;21
221;17;20
222;18;22
223;18;21
224;12;23
225;12;13
226;13;14
227;13;14
228;13;15
229;13;15
230;15;18
231;15;18
232;14;20
233;14;16
234;16;19
235;16;19
236;17;21
237;17;20
238;17;22
239;17;20
240;14;22
241;14;15
242;15;16
243;15;18
244;17;20
245;17;20
246;18;22
247;18;21
248;15;23
249;15;17
250;17;20
251;17;20
252;18;22
253;18;21
254;19;23
255;19;22
256;9;24
257;9;10
258;10;11
259;10;11
260;10;12
261;10;12
262;11;13
263;11;12
264;10;13
265;10;11
266;11;14
267;13;15
268;11;14
269;11;13
270;12;14
271;12;13
272;10;14
273;10;11
274;11;12
275;11;13
276;12;16
277;12;14
278;14;17
279;14;17
280;11;15
281;11;12
282;12;15
283;14;16
284;12;15
285;12;14
286;13;15
287;13;14
288;10;15
289;10;11
290;11;12
291;11;12
292;11;13
293;11;13
294;12;14
295;12;14
296;12;17
297;12;13
298;13;16
299;15;17
300;13;19
301;13;15
302;15;18
303;16;18
304;11;20
305;11;12
306;12;13
307;12;14
308;13;17
309;13;15
310;15;18
311;15;18
312;12;16
313;12;13
314;13;16
315;15;17
316;13;16
317;13;15
318;14;16
319;14;15
320;10;16
321;10;11
322;11;12
323;11;12
324;11;13
325;11;13
326;12;14
327;12;13
328;11;14
329;11;12
330;12;15
331;14;16
332;12;15
333;12;14
334;13;15
335;13;14
336;11;15
337;11;12
338;12;13
339;12;14
340;13;17
341;13;15
342;15;18
343;15;18
344;13;19
345;13;14
346;14;17
347;16;18
348;14;20
349;14;16
350;16;19
351;17;19
352;11;21
353;11;12
354;12;13
355;12;13
356;12;14
357;12;14
358;13;15
359;13;15
360;13;18
361;13;14
362;14;17
363;16;18
364;14;20
365;14;16
366;16;19
367;17;19
368;12;21
369;12;13
370;13;14
371;13;15
372;14;18
373;14;16
374;16;19
375;16;19
376;14;20
377;14;15
378;15;18
379;17;19
380;15;21
381;15;17
382;17;20
383;18;20
384;9;22
385;9;10
386;10;11
387;10;11
388;10;12
389;10;13
390;11;14
391;11;12
392;10;13
393;10;11
394;11;14
395;12;15
396;11;16
397;11;14
398;12;15
399;12;13
400;10;14
401;10;11
402;11;12
403;11;12
404;12;15
405;12;15
406;13;17
407;13;16
408;11;18
409;11;12
410;12;15
411;13;16
412;12;17
413;12;15
414;13;16
415;13;14
416;10;15
417;10;11
418;11;12
419;11;12
420;11;13
421;11;14
422;12;15
423;12;13
424;11;14
425;11;12
426;12;15
427;13;16
428;13;17
429;13;16
430;14;18
431;14;17
