round;minSpace;maxSpace
64;49;59
128;50;60
192;50;61
256;50;61
320;50;60
384;50;61
448;50;61
512;49;61
576;49;59
640;50;60
704;50;61
768;49;61
832;49;59
896;49;60
960;49;60
1024;47;60
1088;47;57
1152;48;58
1216;48;59
1280;48;59
1344;48;58
1408;48;59
1472;48;59
1536;46;59
1600;46;56
1664;47;57
1728;47;58
1792;46;58
1856;46;56
1920;46;57
1984;46;57
2048;42;57
2112;42;52
2176;43;53
2240;43;54
2304;43;54
2368;43;53
2432;43;54
2496;43;54
2560;42;54
2624;42;52
2688;43;53
2752;43;54
2816;42;54
2880;42;52
2944;42;53
3008;42;53
3072;39;53
3136;39;49
3200;40;50
3264;40;51
3328;40;51
3392;40;50
3456;40;51
3520;40;51
3584;38;51
3648;38;48
3712;39;49
3776;39;50
3840;37;50
3904;35;42
3968;30;40
4032;27;35
