round;minSpace;maxSpace
4;33;36
8;34;37
12;34;38
16;34;38
20;34;37
24;34;38
28;34;38
32;33;38
36;33;36
40;34;37
44;34;38
48;33;38
52;33;36
56;33;37
60;33;37
64;31;37
68;31;34
72;32;35
76;32;36
80;32;36
84;32;35
88;32;36
92;32;36
96;30;36
100;30;33
104;31;34
108;31;35
112;30;35
116;30;33
120;30;34
124;30;34
128;26;34
132;26;29
136;27;30
140;27;31
144;27;31
148;27;30
152;27;31
156;27;31
160;26;31
164;26;29
168;27;30
172;27;31
176;26;31
180;26;29
184;26;30
188;26;30
192;23;30
196;23;26
200;24;27
204;24;28
208;24;28
212;24;27
216;24;28
220;24;28
224;22;28
228;22;25
232;23;26
236;23;27
240;21;27
244;19;22
248;14;20
252;11;15
