round;minSpace;maxSpace
256;256;264
512;254;264
768;253;262
1024;250;261
1280;250;258
1536;247;258
1792;246;255
2048;242;254
2304;242;250
2560;240;250
2816;239;248
3072;235;247
3328;235;243
3584;232;243
3840;231;240
4096;226;239
4352;226;234
4608;224;234
4864;223;232
5120;220;231
5376;220;228
5632;217;228
5888;216;225
6144;211;224
6400;211;219
6656;209;219
6912;208;217
7168;204;216
7424;204;212
7680;201;212
7936;200;209
8192;193;208
8448;193;201
8704;191;201
8960;190;199
9216;187;198
9472;187;195
9728;184;195
9984;183;192
10240;179;191
10496;179;187
10752;177;187
11008;176;185
11264;172;184
11520;172;180
11776;169;180
12032;168;177
12288;162;176
12544;162;170
12800;160;170
13056;159;168
13312;156;167
13568;156;164
13824;153;164
14080;152;161
14336;147;160
14592;147;155
14848;145;155
15104;144;153
15360;140;152
15616;140;148
15872;137;148
16128;136;145
