round;minSpace;maxSpace
16;65;70
32;66;71
48;66;71
64;65;71
80;65;70
96;65;71
112;65;70
128;63;70
144;63;68
160;64;69
176;64;69
192;62;69
208;62;67
224;62;68
240;62;67
256;59;67
272;59;64
288;60;65
304;60;65
320;59;65
336;59;64
352;59;65
368;59;64
384;56;64
400;56;61
416;57;62
432;57;62
448;55;62
464;55;60
480;55;61
496;55;60
512;50;60
528;50;55
544;51;56
560;51;56
576;50;56
592;50;55
608;50;56
624;50;55
640;48;55
656;48;53
672;49;54
688;49;54
704;47;54
720;47;52
736;47;53
752;47;52
768;43;52
784;43;48
800;44;49
816;44;49
832;43;49
848;43;48
864;43;49
880;43;48
896;40;48
912;40;45
928;41;46
944;41;46
960;39;46
976;39;44
992;38;45
1008;23;39
