round;minSpace;maxSpace
128;192;200
256;192;200
384;192;200
512;190;199
640;190;198
768;189;198
896;189;197
1024;186;196
1152;186;194
1280;186;194
1408;186;194
1536;183;193
1664;183;191
1792;182;191
1920;182;190
2048;178;189
2176;178;186
2304;178;186
2432;178;186
2560;176;185
2688;176;184
2816;175;184
2944;175;183
3072;171;182
3200;171;179
3328;171;179
3456;171;179
3584;168;178
3712;168;176
3840;167;176
3968;167;175
4096;161;174
4224;161;169
4352;161;169
4480;161;169
4608;159;168
4736;159;167
4864;158;167
4992;158;166
5120;155;165
5248;155;163
5376;155;163
5504;155;163
5632;152;162
5760;152;160
5888;151;160
6016;151;159
6144;146;158
6272;146;154
6400;146;154
6528;146;154
6656;144;153
6784;144;152
6912;143;152
7040;143;151
7168;139;150
7296;139;147
7424;139;147
7552;139;147
7680;136;146
7808;136;144
7936;135;144
8064;133;143
