rounds;minSpace;maxSpace
1;28;29
2;29;30
3;29;30
4;29;31
5;29;31
6;30;32
7;30;31
8;29;32
9;29;31
10;31;33
11;31;33
12;30;35
13;30;32
14;31;33
15;31;32
16;29;33
17;29;31
18;31;33
19;31;33
20;31;35
21;31;33
22;32;34
23;32;33
24;30;34
25;30;32
26;32;34
27;32;34
28;31;36
29;31;33
30;32;34
31;32;33
32;29;34
33;29;31
34;31;33
35;31;33
36;31;35
37;31;33
38;32;34
39;32;33
40;31;34
41;31;33
42;33;35
43;33;35
44;32;37
45;32;34
46;33;35
47;33;34
48;30;35
49;30;32
50;32;34
51;32;34
52;32;36
53;32;34
54;33;35
55;33;34
56;31;35
57;31;33
58;33;35
59;33;35
60;32;37
61;32;34
62;33;35
63;33;34
64;29;35
65;29;30
66;30;31
67;30;31
68;30;32
69;30;33
70;32;35
71;32;34
72;31;36
73;31;33
74;33;35
75;33;35
76;32;37
77;32;35
78;34;37
79;34;36
80;31;38
81;31;33
82;33;35
83;33;35
84;33;37
85;33;36
86;35;38
87;35;37
88;33;39
89;33;35
90;35;37
91;35;37
92;34;39
93;34;37
94;36;39
95;36;38
96;30;40
97;30;32
98;32;34
99;32;34
100;32;36
101;32;35
102;34;37
103;34;36
104;33;38
105;33;35
106;35;37
107;35;37
108;34;39
109;34;37
110;36;39
111;36;38
112;32;40
113;32;34
114;34;36
115;34;36
116;34;38
117;34;37
118;36;39
119;36;38
120;34;40
121;34;36
122;36;38
123;36;38
124;35;40
125;35;38
126;37;40
127;37;39
128;29;41
129;29;30
130;30;31
131;30;31
132;30;32
133;30;33
134;32;35
135;32;34
136;31;36
137;31;33
138;33;35
139;33;35
140;32;37
141;32;35
142;34;37
143;34;36
144;31;38
145;31;33
146;33;35
147;33;35
148;33;37
149;33;36
150;35;38
151;35;37
152;33;39
153;33;35
154;35;37
155;35;37
156;34;39
157;34;37
158;36;39
159;36;38
160;31;40
161;31;33
162;33;35
163;33;35
164;33;37
165;33;36
166;35;38
167;35;37
168;34;39
169;34;36
