rounds;minSpace;maxSpace
1;11;12
2;12;13
3;12;13
4;12;14
5;12;14
6;13;15
7;13;14
8;12;15
9;12;15
10;14;17
11;14;15
12;13;16
13;13;15
14;14;16
15;14;15
16;12;16
17;12;13
18;13;16
19;14;17
20;14;19
21;14;16
22;15;17
23;15;16
24;13;17
25;13;16
26;15;18
27;15;16
28;14;17
29;14;16
30;15;17
31;15;16
32;12;17
33;12;13
34;13;14
35;13;14
36;14;17
37;14;18
38;15;20
39;15;19
40;14;21
41;14;17
42;16;19
43;16;17
44;15;18
45;15;17
46;16;18
47;16;17
48;13;18
49;13;14
50;14;17
51;15;18
52;15;20
53;15;17
54;16;18
55;16;17
56;14;18
57;14;17
58;16;19
59;16;17
60;15;18
61;15;17
62;16;18
63;16;17
64;12;18
65;12;13
66;13;14
67;13;14
68;13;15
69;13;15
70;14;16
71;14;15
72;13;16
73;13;16
74;16;18
75;16;19
76;16;21
77;16;20
78;16;22
79;16;20
80;15;22
81;15;16
82;16;19
83;17;20
84;18;22
85;18;22
86;17;24
87;17;18
88;15;19
89;15;18
90;17;20
91;17;18
92;16;19
93;16;18
94;17;19
95;17;18
96;13;19
97;13;14
98;14;15
99;14;15
100;15;18
101;15;19
102;16;21
103;16;20
104;15;22
105;15;18
106;17;20
107;17;18
108;16;19
109;16;18
110;17;19
111;17;18
112;14;19
113;14;15
114;15;18
115;16;19
116;16;21
117;16;18
118;17;19
119;17;18
120;15;19
121;15;18
122;17;20
123;17;18
124;16;19
125;16;18
126;17;19
127;17;18
128;12;19
129;12;13
130;13;14
131;13;14
132;13;15
133;13;15
134;14;16
135;14;15
136;13;16
137;13;16
138;15;18
139;15;16
140;14;17
141;14;16
142;15;17
143;15;16
144;13;17
145;13;14
146;14;17
147;15;18
148;15;20
149;15;17
150;16;18
151;16;20
152;15;22
153;15;18
154;18;20
155;18;21
156;17;23
157;17;21
158;18;23
159;18;22
160;14;24
161;14;15
162;15;16
163;15;16
164;16;19
165;16;20
166;17;22
167;17;21
168;16;23
169;16;19
170;19;21
171;19;22
172;19;24
173;19;23
174;19;25
175;19;23
176;17;25
177;17;18
178;18;21
179;19;22
180;20;24
181;20;24
182;18;26
183;18;19
184;16;20
185;16;19
186;18;21
187;18;19
188;17;20
189;17;19
190;18;20
191;18;19
192;13;20
193;13;14
194;14;15
195;14;15
196;14;16
197;14;16
198;15;17
199;15;16
200;14;17
201;14;17
202;17;19
203;17;20
204;17;22
205;17;21
206;17;23
207;17;21
208;16;23
209;16;17
210;17;20
211;18;21
212;19;23
213;19;23
214;18;25
215;18;19
216;16;20
217;16;19
218;18;21
219;18;19
220;17;20
221;17;19
222;18;20
223;18;19
224;14;20
225;14;15
226;15;16
227;15;16
228;16;19
229;16;20
230;17;22
231;17;21
232;16;23
233;16;19
234;18;21
235;18;19
236;17;20
237;17;19
238;18;20
239;18;19
240;15;20
241;15;16
242;16;19
243;17;20
244;17;22
245;17;19
246;18;20
247;18;19
248;16;20
249;16;19
250;18;21
251;18;19
252;17;20
253;17;19
254;18;20
255;18;19
256;12;20
257;12;13
