round;minSpace;maxSpace
1;17;18
2;18;19
3;18;20
4;18;20
5;18;20
6;19;21
7;19;21
8;18;21
9;18;19
10;19;20
11;19;21
12;18;21
13;18;20
14;19;21
15;19;21
16;17;21
17;17;18
18;18;19
19;18;20
20;18;20
21;18;20
22;19;21
23;19;21
24;17;21
25;17;18
26;18;19
27;18;20
28;17;20
29;17;19
30;18;20
31;18;20
32;14;20
33;14;15
34;15;16
35;15;17
36;15;17
37;15;17
38;16;18
39;16;18
40;15;18
41;15;16
42;16;17
43;16;18
44;15;18
45;15;17
46;16;18
47;16;18
48;13;18
49;13;14
50;14;15
51;14;16
52;14;16
53;14;16
54;15;17
55;15;17
56;12;17
57;12;13
58;12;13
59;12;13
60;9;12
61;9;10
62;8;10
63;8;9
