rounds;minSpace;maxSpace
1;21;22
2;22;23
3;22;23
4;22;24
5;22;24
6;23;25
7;23;24
8;22;25
9;22;24
10;24;25
11;24;26
12;23;27
13;23;26
14;25;27
15;25;27
16;22;28
17;22;24
18;24;25
19;24;26
20;24;27
21;24;27
22;26;28
23;26;28
24;23;29
25;23;25
26;25;26
27;25;27
28;24;28
29;24;27
30;26;28
31;26;28
32;22;29
33;22;24
34;24;25
35;24;26
36;24;27
37;24;27
38;26;28
39;26;28
40;24;29
41;24;26
42;26;27
43;26;28
44;25;29
45;25;28
46;27;29
47;27;29
48;23;30
49;23;25
50;25;26
51;25;27
52;25;28
53;25;28
54;27;29
55;27;29
56;24;30
57;24;26
58;26;27
59;26;28
60;25;29
61;25;28
62;27;29
63;27;29
64;22;30
65;22;23
66;23;24
67;23;24
68;23;25
69;23;25
70;24;26
71;24;25
72;23;26
73;23;25
74;25;26
75;25;27
76;24;28
77;24;27
78;26;28
79;26;28
80;23;29
81;23;25
82;25;26
83;25;27
84;25;28
85;25;28
86;27;29
87;27;29
88;24;30
89;24;26
90;26;27
91;26;28
92;25;29
93;25;28
94;27;29
95;27;29
96;22;30
97;22;24
98;24;25
99;24;26
100;24;27
101;24;27
102;26;28
103;26;28
104;24;29
105;24;26
106;26;27
107;26;28
108;25;29
109;25;28
110;27;29
111;27;29
112;23;30
113;23;25
114;25;26
115;25;27
116;25;28
117;25;28
118;27;29
119;27;29
120;24;30
121;24;26
122;26;27
123;26;28
124;25;29
125;25;28
126;27;29
127;27;29
128;21;30
129;21;22
130;22;23
131;22;23
132;22;24
133;22;24
134;23;25
135;23;24
136;22;25
137;22;24
138;24;25
139;24;26
140;23;27
141;23;26
142;25;27
143;25;27
144;22;28
145;22;24
146;24;25
147;24;26
148;24;27
149;24;27
150;26;28
151;26;28
152;23;29
153;23;25
154;25;26
155;25;27
156;24;28
157;24;27
158;26;28
159;26;28
160;22;29
161;22;24
162;24;25
163;24;26
164;24;27
165;24;27
166;26;28
167;26;28
168;24;29
169;24;26
170;26;27
171;26;28
172;25;29
173;25;28
174;27;29
175;27;29
176;23;30
177;23;25
178;25;26
179;25;27
180;25;28
181;25;28
182;27;29
183;27;29
184;24;30
185;24;26
186;26;27
187;26;28
188;25;29
189;25;28
190;27;29
191;27;29
192;21;30
193;21;22
194;22;23
195;22;23
196;22;24
197;22;24
198;23;25
199;23;24
200;22;25
201;22;24
202;24;25
203;24;26
204;23;27
205;23;26
206;25;27
207;25;27
208;22;28
209;22;24
210;24;25
211;24;26
212;24;27
213;24;27
214;26;28
215;26;28
216;23;29
217;23;25
218;25;26
219;25;27
220;24;28
221;24;27
222;26;28
223;26;28
224;21;29
225;21;23
226;23;24
227;23;25
228;23;26
229;23;26
230;25;27
231;25;27
232;23;28
233;23;25
234;25;26
235;25;27
236;24;28
237;24;27
238;26;28
239;26;28
240;22;29
241;22;24
242;24;25
243;24;26
244;24;27
245;24;27
246;26;28
247;26;28
248;23;29
249;23;25
250;25;26
251;25;27
252;24;28
253;24;27
254;26;28
255;26;28
256;18;29
257;18;19
258;19;20
259;19;20
260;19;21
261;19;21
262;20;22
263;20;21
264;19;22
265;19;21
266;21;22
267;21;23
268;20;24
269;20;23
270;22;24
271;22;24
272;19;25
273;19;21
274;21;22
275;21;23
276;21;24
277;21;24
278;23;25
279;23;25
280;20;26
281;20;22
282;22;23
283;22;24
284;21;25
285;21;24
286;23;25
287;23;25
288;19;26
289;19;21
290;21;22
291;21;23
292;21;24
293;21;24
294;23;25
295;23;25
296;21;26
297;21;23
298;23;24
299;23;25
300;22;26
301;22;25
302;24;26
303;24;26
304;20;27
305;20;22
306;22;23
307;22;24
308;22;25
309;22;25
310;24;26
311;24;26
312;21;27
313;21;23
314;23;24
315;23;25
316;22;26
317;22;25
318;24;26
319;24;26
320;19;27
321;19;20
322;20;21
323;20;21
324;20;22
325;20;22
326;21;23
327;21;22
328;20;23
329;20;22
330;22;23
331;22;24
332;21;25
333;21;24
334;23;25
335;23;25
336;20;26
337;20;22
338;22;23
339;22;24
340;22;25
341;22;25
342;24;26
343;24;26
344;21;27
345;21;23
346;23;24
347;23;25
348;22;26
349;22;25
350;24;26
351;24;26
352;19;27
353;19;21
354;21;22
355;21;23
356;21;24
357;21;24
358;23;25
359;23;25
360;21;26
361;21;23
362;23;24
363;23;25
364;22;26
365;22;25
366;24;26
367;24;26
368;20;27
369;20;22
370;22;23
371;22;24
372;22;25
373;22;25
374;24;26
375;24;26
376;21;27
377;21;23
378;23;24
379;23;25
380;22;26
381;22;25
382;24;26
383;24;26
384;17;27
385;17;18
386;18;19
387;18;19
388;18;20
389;18;20
390;19;21
391;19;20
392;18;21
393;18;20
394;20;21
395;20;22
396;19;23
397;19;22
398;21;23
399;21;23
400;18;24
401;18;20
402;20;21
403;20;22
404;20;23
405;20;23
406;22;24
407;22;24
408;19;25
409;19;21
410;21;22
411;21;23
412;20;24
413;20;23
414;22;24
415;22;24
416;18;25
417;18;20
418;20;21
419;20;22
420;20;23
421;20;23
422;22;24
423;22;24
424;20;25
425;20;22
426;22;23
427;22;24
428;21;25
429;21;24
430;23;25
431;23;25
432;19;26
433;19;21
434;21;22
435;21;23
436;21;24
437;21;24
438;23;25
439;23;25
440;20;26
441;20;22
442;22;23
443;22;24
444;21;25
445;21;24
446;23;25
447;23;25
448;17;26
449;17;18
450;18;19
451;18;19
452;18;20
453;18;20
454;19;21
455;19;20
456;18;21
457;18;19
458;19;20
459;19;20
460;18;21
461;18;20
462;19;21
463;19;20
464;17;21
465;17;18
466;18;19
467;18;19
468;18;20
469;18;20
470;19;21
471;19;20
472;17;21
473;17;18
474;18;19
475;18;19
476;17;20
477;17;19
478;18;20
479;18;19
480;14;20
481;14;15
482;15;16
483;15;16
484;15;17
485;15;17
486;16;18
487;16;17
488;15;18
489;15;16
490;16;17
491;16;17
492;15;18
493;15;17
494;16;18
495;16;17
496;13;18
497;13;14
498;14;15
499;14;15
500;14;16
501;14;16
502;15;17
503;15;16
504;13;17
505;13;14
506;13;14
507;13;13
508;10;13
509;10;11
510;9;11
511;9;9
