round;minSpace;maxSpace
4;17;20
8;18;22
12;18;22
16;18;23
20;18;23
24;19;25
28;19;25
32;18;26
36;18;23
40;20;25
44;20;26
48;19;27
52;19;24
56;20;26
60;20;26
64;18;27
68;18;21
72;19;23
76;19;23
80;19;24
84;19;24
88;20;26
92;20;26
96;18;27
100;18;23
104;20;25
108;20;26
112;19;27
116;19;24
120;20;26
124;20;26
128;16;27
132;16;19
136;17;21
140;17;21
144;17;22
148;17;22
152;18;24
156;18;24
160;17;25
164;17;22
168;19;24
172;19;25
176;18;26
180;18;23
184;19;25
188;19;25
192;15;26
196;15;18
200;16;20
204;16;21
208;16;21
212;16;19
216;16;21
220;16;21
224;14;21
228;14;17
232;15;19
236;15;20
240;13;20
244;13;16
248;12;16
252;11;15
