rounds;minSpace;maxSpace
1;8;9
2;9;10
3;9;10
4;9;11
5;9;11
6;10;12
7;10;11
8;9;12
9;9;10
10;10;13
11;12;14
12;10;13
13;10;12
14;11;13
15;11;12
16;9;13
17;9;10
18;10;11
19;10;12
20;11;15
21;11;13
22;13;16
23;13;16
24;10;14
25;10;11
26;11;14
27;13;15
28;11;14
29;11;13
30;12;14
31;12;13
32;9;14
33;9;10
34;10;11
35;10;11
36;10;12
37;10;12
38;11;13
39;11;13
40;11;16
41;11;12
42;12;15
43;14;16
44;12;18
45;12;14
46;14;17
47;15;17
48;10;19
49;10;11
50;11;12
51;11;13
52;12;16
53;12;14
54;14;17
55;14;17
56;11;15
57;11;12
58;12;15
59;14;16
60;12;15
61;12;14
62;13;15
63;13;14
64;9;15
65;9;10
66;10;11
67;10;11
68;10;12
69;10;12
70;11;13
71;11;12
72;10;13
73;10;11
74;11;14
75;13;15
76;11;14
77;11;13
78;12;14
79;12;13
80;10;14
81;10;11
82;11;12
83;11;13
84;12;16
85;12;14
86;14;17
87;14;17
88;12;18
89;12;13
90;13;16
91;15;17
92;13;19
93;13;15
94;15;18
95;16;18
96;10;20
97;10;11
98;11;12
99;11;12
100;11;13
101;11;13
102;12;14
103;12;14
104;12;17
105;12;13
106;13;16
107;15;17
108;13;19
109;13;15
110;15;18
111;16;18
112;11;20
113;11;12
114;12;13
115;12;14
116;13;17
117;13;15
118;15;18
119;15;18
120;13;19
121;13;14
122;14;17
123;16;18
124;14;20
125;14;16
126;16;19
127;17;19
128;8;21
129;8;9
130;9;10
131;9;10
132;9;11
133;9;12
134;10;13
135;10;11
136;9;12
137;9;10
138;10;13
139;11;14
140;10;15
141;10;13
142;11;14
143;11;12
144;9;13
145;9;10
146;10;11
147;10;11
148;11;14
149;11;14
150;12;16
151;12;15
152;10;17
153;10;11
154;11;14
155;12;15
156;11;16
157;11;14
158;12;15
159;12;13
160;9;14
161;9;10
162;10;11
163;10;11
164;10;12
165;10;13
166;11;14
167;11;12
168;10;13
169;10;11
170;11;14
171;12;15
172;12;16
173;12;15
174;13;17
175;13;16
176;10;18
177;10;11
178;11;12
179;11;12
180;12;15
181;12;15
182;13;17
183;13;16
184;11;18
185;11;12
186;12;15
187;13;16
188;13;17
189;13;16
190;14;18
191;14;17
192;8;19
193;8;9
194;9;10
195;9;10
196;9;11
197;9;11
198;10;13
199;10;11
200;9;12
201;9;10
202;10;12
203;11;13
204;10;15
205;10;12
206;11;14
207;11;12
208;9;13
209;9;10
210;10;11
211;10;11
212;10;12
213;10;12
214;12;14
215;12;14
216;10;16
217;10;11
218;11;13
219;12;14
220;11;16
221;11;13
222;13;15
223;13;15
224;8;17
225;8;9
226;9;10
227;9;10
228;9;11
229;9;11
230;10;13
231;10;11
232;9;12
233;9;10
234;10;11
235;10;12
236;10;14
237;10;12
238;11;14
239;11;13
240;8;15
241;8;9
242;9;10
243;9;10
244;9;11
245;9;10
246;10;12
247;10;11
248;8;13
249;8;9
250;9;10
251;9;10
252;8;11
253;8;9
254;8;10
255;8;8
