rounds;minSpace;maxSpace
1;45;46
2;46;47
3;46;47
4;46;48
5;46;48
6;47;49
7;47;48
8;46;49
9;46;48
10;48;49
11;48;49
12;47;50
13;47;49
14;48;50
15;48;49
16;46;50
17;46;48
18;48;49
19;48;50
20;48;51
21;48;51
22;50;52
23;50;52
24;47;53
25;47;50
26;50;51
27;50;52
28;49;53
29;49;52
30;51;53
31;51;53
32;46;54
33;46;48
34;48;49
35;48;50
36;48;51
37;48;51
38;50;52
39;50;52
40;48;53
41;48;51
42;51;52
43;51;53
44;50;54
45;50;53
46;52;54
47;52;54
48;47;55
49;47;49
50;49;50
51;49;51
52;49;52
53;49;52
54;51;53
55;51;53
56;48;54
57;48;51
58;51;52
59;51;53
60;50;54
61;50;53
62;52;54
63;52;54
64;46;55
65;46;48
66;48;49
67;48;50
68;48;51
69;48;51
70;50;52
71;50;52
72;48;53
73;48;51
74;51;52
75;51;53
76;50;54
77;50;53
78;52;54
79;52;54
80;48;55
81;48;50
82;50;51
83;50;52
84;50;53
85;50;53
86;52;54
87;52;54
88;49;55
89;49;52
90;52;53
91;52;54
92;51;55
93;51;54
94;53;55
95;53;55
96;47;56
97;47;49
98;49;50
99;49;51
100;49;52
101;49;52
102;51;53
103;51;53
104;49;54
105;49;52
106;52;53
107;52;54
108;51;55
109;51;54
110;53;55
111;53;55
112;48;56
113;48;50
114;50;51
115;50;52
116;50;53
117;50;53
118;52;54
119;52;54
120;49;55
121;49;52
122;52;53
123;52;54
124;51;55
125;51;54
126;53;55
127;53;55
128;46;56
129;46;48
130;48;49
131;48;50
132;48;51
133;48;51
134;50;52
135;50;52
136;48;53
137;48;51
138;51;52
139;51;53
140;50;54
141;50;53
142;52;54
143;52;54
144;48;55
145;48;50
146;50;51
147;50;52
148;50;53
149;50;53
150;52;54
151;52;54
152;49;55
153;49;52
154;52;53
155;52;54
156;51;55
157;51;54
158;53;55
159;53;55
160;48;56
161;48;50
162;50;51
163;50;52
164;50;53
165;50;53
166;52;54
167;52;54
168;50;55
169;50;53
170;53;54
171;53;55
172;52;56
173;52;55
174;54;56
175;54;56
176;49;57
177;49;51
178;51;52
179;51;53
180;51;54
181;51;54
182;53;55
183;53;55
184;50;56
185;50;53
186;53;54
187;53;55
188;52;56
189;52;55
190;54;56
191;54;56
192;47;57
193;47;49
194;49;50
195;49;51
196;49;52
197;49;52
198;51;53
199;51;53
200;49;54
201;49;52
202;52;53
203;52;54
204;51;55
205;51;54
206;53;55
207;53;55
208;49;56
209;49;51
210;51;52
211;51;53
212;51;54
213;51;54
214;53;55
215;53;55
216;50;56
217;50;53
218;53;54
219;53;55
220;52;56
221;52;55
222;54;56
223;54;56
224;48;57
225;48;50
