round;minSpace;maxSpace
256;28;42
512;29;45
768;29;45
1024;29;46
1280;29;46
1536;30;48
1792;30;48
2048;29;49
2304;29;46
2560;31;48
2816;31;49
3072;30;50
3328;30;47
3584;31;49
3840;31;49
4096;29;50
4352;29;43
4608;30;46
4864;30;46
5120;30;47
5376;30;47
5632;31;49
5888;31;49
6144;29;50
6400;29;46
6656;31;48
6912;31;49
7168;30;50
7424;30;47
7680;31;49
7936;31;49
8192;27;50
8448;27;41
8704;28;44
8960;28;44
9216;28;45
9472;28;45
9728;29;47
9984;29;47
10240;28;48
10496;28;45
10752;30;47
11008;30;48
11264;29;49
11520;29;46
11776;30;48
12032;30;48
12288;26;49
12544;26;40
12800;27;43
13056;27;44
13312;27;44
13568;27;41
13824;27;44
14080;27;44
14336;25;44
14592;25;39
14848;26;42
15104;26;43
15360;24;43
15616;24;38
15872;23;38
16128;22;37
