round;minSpace;maxSpace
128;8065;8192
256;7937;8066
384;7810;7938
512;7681;7811
640;7555;7682
768;7426;7556
896;7299;7427
1024;7169;7300
1152;7043;7170
1280;6915;7044
1408;6788;6916
1536;6658;6789
1664;6532;6659
1792;6403;6533
1920;6276;6404
2048;6145;6277
2176;6019;6146
2304;5891;6020
2432;5764;5892
2560;5635;5765
2688;5509;5636
2816;5380;5510
2944;5253;5381
3072;5122;5254
3200;4996;5123
3328;4868;4997
3456;4741;4869
3584;4611;4742
3712;4485;4612
3840;4356;4486
3968;4229;4357
4096;4096;4230
4224;3970;4097
4352;3842;3971
4480;3715;3843
4608;3586;3716
4736;3460;3587
4864;3331;3461
4992;3204;3332
5120;3074;3205
5248;2948;3075
5376;2820;2949
5504;2693;2821
5632;2563;2694
5760;2437;2564
5888;2308;2438
6016;2181;2309
6144;2049;2182
6272;1923;2050
6400;1795;1924
6528;1668;1796
6656;1539;1669
6784;1413;1540
6912;1284;1414
7040;1157;1285
7168;1026;1158
7296;900;1027
7424;772;901
7552;645;773
7680;515;646
7808;389;516
7936;260;390
8064;133;261
