round;minSpace;maxSpace
16;1011;1026
32;995;1012
48;980;996
64;963;981
80;949;964
96;932;950
112;917;933
128;899;918
144;885;900
160;869;886
176;854;870
192;836;855
208;822;837
224;805;823
240;790;806
256;771;791
272;757;772
288;741;758
304;726;742
320;709;727
336;695;710
352;678;696
368;663;679
384;644;664
400;630;645
416;614;631
432;599;615
448;581;600
464;567;582
480;550;568
496;535;551
512;514;536
528;500;515
544;484;501
560;469;485
576;452;470
592;438;453
608;421;439
624;406;422
640;388;407
656;374;389
672;358;375
688;343;359
704;325;344
720;311;326
736;294;312
752;279;295
768;259;280
784;245;260
800;229;246
816;214;230
832;197;215
848;183;198
864;166;184
880;151;167
896;132;152
912;118;133
928;102;119
944;87;103
960;69;88
976;55;70
992;38;56
1008;23;39
