rounds;minSpace;maxSpace
1;16;17
2;17;18
3;17;18
4;17;19
5;17;19
6;18;20
7;18;19
8;17;20
9;17;19
10;19;21
11;19;21
12;18;23
13;18;20
14;19;21
15;19;20
16;17;21
17;17;19
18;19;21
19;19;21
20;19;23
21;19;21
22;20;22
23;20;21
24;18;22
25;18;20
26;20;22
27;20;22
28;19;24
29;19;21
30;20;22
31;20;21
32;17;22
33;17;18
34;18;19
35;18;19
36;18;20
37;18;21
38;20;23
39;20;22
40;19;24
41;19;21
42;21;23
43;21;23
44;20;25
45;20;23
46;22;25
47;22;24
48;18;26
49;18;20
50;20;22
51;20;22
52;20;24
53;20;23
54;22;25
55;22;24
56;20;26
57;20;22
58;22;24
59;22;24
60;21;26
61;21;24
62;23;26
63;23;25
64;17;27
65;17;18
66;18;19
67;18;19
68;18;20
69;18;21
70;20;23
71;20;22
72;19;24
73;19;21
74;21;23
75;21;23
76;20;25
77;20;23
78;22;25
79;22;24
80;19;26
81;19;21
82;21;23
83;21;23
84;21;25
85;21;24
86;23;26
87;23;25
88;21;27
89;21;23
90;23;25
91;23;25
92;22;27
93;22;25
94;24;27
95;24;26
96;18;28
97;18;19
98;19;20
99;19;20
100;19;21
101;19;22
102;21;24
103;21;23
104;20;25
105;20;22
106;22;24
107;22;24
108;21;26
109;21;24
110;23;26
111;23;25
112;19;27
113;19;21
114;21;23
115;21;23
116;21;25
117;21;24
118;23;26
119;23;25
120;21;27
121;21;23
122;23;25
123;23;25
124;22;27
125;22;25
126;24;27
127;24;26
128;17;28
129;17;18
130;18;19
131;18;19
132;18;20
133;18;20
134;19;21
135;19;20
136;18;21
137;18;20
138;20;22
139;20;22
140;19;24
141;19;21
142;20;22
143;20;21
144;18;22
145;18;20
146;20;22
147;20;22
148;20;24
149;20;22
150;21;23
151;21;22
152;19;23
153;19;21
154;21;23
155;21;23
156;20;25
157;20;22
158;21;23
159;21;22
160;18;23
161;18;19
162;19;20
163;19;20
164;19;21
165;19;22
166;21;24
167;21;23
168;20;25
169;20;22
170;22;24
171;22;24
172;21;26
173;21;24
174;23;26
175;23;25
176;19;27
177;19;21
178;21;23
179;21;23
180;21;25
181;21;24
182;23;26
183;23;25
184;21;27
185;21;23
186;23;25
187;23;25
188;22;27
189;22;25
190;24;27
191;24;26
192;17;28
193;17;18
194;18;19
195;18;19
196;18;20
197;18;21
198;20;23
199;20;22
200;19;24
201;19;21
202;21;23
203;21;23
204;20;25
205;20;23
206;22;25
207;22;24
208;19;26
209;19;21
210;21;23
211;21;23
212;21;25
213;21;24
214;23;26
215;23;25
216;21;27
217;21;23
218;23;25
219;23;25
220;22;27
221;22;25
222;24;27
223;24;26
224;18;28
225;18;19
226;19;20
227;19;20
228;19;21
229;19;22
230;21;24
231;21;23
232;20;25
233;20;22
234;22;24
235;22;24
236;21;26
237;21;24
238;23;26
239;23;25
240;19;27
241;19;21
242;21;23
243;21;23
244;21;25
245;21;24
246;23;26
247;23;25
248;21;27
249;21;23
250;23;25
251;23;25
252;22;27
253;22;25
254;24;27
255;24;26
256;15;28
257;15;16
258;16;17
259;16;17
260;16;18
261;16;18
262;17;19
263;17;18
264;16;19
265;16;18
266;18;20
267;18;20
268;17;22
269;17;19
270;18;20
271;18;19
272;16;20
273;16;18
274;18;20
275;18;20
276;18;22
277;18;20
278;19;21
279;19;20
280;17;21
281;17;19
282;19;21
283;19;21
284;18;23
285;18;20
286;19;21
287;19;20
288;16;21
289;16;17
290;17;18
291;17;18
292;17;19
293;17;20
294;19;22
295;19;21
296;18;23
297;18;20
298;20;22
299;20;22
300;19;24
301;19;22
302;21;24
303;21;23
304;17;25
305;17;19
306;19;21
307;19;21
308;19;23
309;19;22
310;21;24
311;21;23
312;19;25
313;19;21
314;21;23
315;21;23
316;20;25
317;20;23
318;22;25
319;22;24
320;16;26
321;16;17
322;17;18
323;17;18
324;17;19
325;17;20
326;19;22
327;19;21
328;18;23
329;18;20
330;20;22
331;20;22
332;19;24
333;19;22
334;21;24
335;21;23
336;18;25
337;18;20
338;20;22
339;20;22
340;20;24
341;20;23
342;22;25
343;22;24
344;20;26
345;20;22
346;22;24
347;22;24
348;21;26
349;21;24
350;23;26
351;23;25
352;17;27
353;17;18
354;18;19
355;18;19
356;18;20
357;18;21
358;20;23
359;20;22
360;19;24
361;19;21
362;21;23
363;21;23
364;20;25
365;20;23
366;22;25
367;22;24
368;18;26
369;18;20
370;20;22
371;20;22
372;20;24
373;20;23
374;22;25
375;22;24
376;20;26
377;20;22
378;22;24
379;22;24
380;21;26
381;21;24
382;23;26
383;23;25
384;15;27
385;15;16
386;16;17
387;16;17
388;16;18
389;16;18
390;17;19
391;17;18
392;16;19
393;16;18
394;18;19
395;18;20
396;17;21
397;17;20
398;19;21
399;19;21
400;16;22
401;16;18
402;18;19
403;18;20
404;18;21
405;18;21
406;20;22
407;20;22
408;17;23
409;17;19
410;19;20
411;19;21
412;18;22
413;18;21
414;20;22
415;20;22
416;16;23
417;16;17
418;17;18
419;17;18
420;17;19
421;17;19
422;18;20
423;18;19
424;17;20
425;17;19
426;19;20
427;19;21
428;18;22
429;18;21
430;20;22
431;20;22
432;16;23
433;16;18
434;18;19
435;18;20
436;18;21
437;18;21
438;20;22
439;20;22
440;17;23
441;17;19
442;19;20
443;19;21
444;18;22
445;18;21
446;20;22
447;20;22
448;14;23
449;14;15
450;15;16
451;15;16
452;15;17
453;15;17
454;16;18
455;16;17
456;15;18
457;15;17
458;17;18
459;17;19
460;16;20
461;16;19
462;18;20
463;18;20
464;15;21
465;15;17
466;17;18
467;17;19
468;17;20
469;17;20
470;19;21
471;19;21
472;16;22
473;16;18
474;18;19
475;18;20
476;17;21
477;17;20
478;19;21
479;19;21
480;14;22
481;14;15
482;15;16
483;15;16
484;15;17
485;15;17
486;16;18
487;16;17
488;15;18
489;15;16
490;16;17
491;16;17
492;15;18
493;15;17
494;16;18
495;16;17
496;13;18
497;13;14
498;14;15
499;14;15
500;14;16
501;14;16
502;15;17
503;15;16
504;13;17
505;13;14
506;13;14
507;13;13
508;10;13
509;10;11
510;9;11
511;9;9
