round;minSpace;maxSpace
256;16129;16384
512;15873;16130
768;15618;15874
1024;15361;15619
1280;15107;15362
1536;14850;15108
1792;14595;14851
2048;14337;14596
2304;14083;14338
2560;13827;14084
2816;13572;13828
3072;13314;13573
3328;13060;13315
3584;12803;13061
3840;12548;12804
4096;12289;12549
4352;12035;12290
4608;11779;12036
4864;11524;11780
5120;11267;11525
5376;11013;11268
5632;10756;11014
5888;10501;10757
6144;10242;10502
6400;9988;10243
6656;9732;9989
6912;9477;9733
7168;9219;9478
7424;8965;9220
7680;8708;8966
7936;8453;8709
8192;8192;8454
8448;7938;8193
8704;7682;7939
8960;7427;7683
9216;7170;7428
9472;6916;7171
9728;6659;6917
9984;6404;6660
10240;6146;6405
10496;5892;6147
10752;5636;5893
11008;5381;5637
11264;5123;5382
11520;4869;5124
11776;4612;4870
12032;4357;4613
12288;4097;4358
12544;3843;4098
12800;3587;3844
13056;3332;3588
13312;3075;3333
13568;2821;3076
13824;2564;2822
14080;2309;2565
14336;2050;2310
14592;1796;2051
14848;1540;1797
15104;1285;1541
15360;1027;1286
15616;773;1028
15872;516;774
16128;261;517
