rounds;minSpace;maxSpace
1;126;127
2;127;128
3;127;128
4;127;129
5;127;129
6;128;130
7;128;129
8;127;130
9;127;129
10;129;130
11;129;130
12;128;131
13;128;130
14;129;131
15;129;130
16;127;131
17;127;129
18;129;130
19;129;130
20;129;131
21;129;131
22;130;132
23;130;131
24;128;132
25;128;130
26;130;131
27;130;131
28;129;132
29;129;131
30;130;132
31;130;131
32;127;132
33;127;129
34;129;130
35;129;130
36;129;131
37;129;131
38;130;132
39;130;131
40;129;132
41;129;131
42;131;132
43;131;132
44;130;133
45;130;132
46;131;133
47;131;132
48;128;133
49;128;130
50;130;131
51;130;131
52;130;132
53;130;132
54;131;133
55;131;132
56;129;133
57;129;131
58;131;132
59;131;132
60;130;133
61;130;132
62;131;133
63;131;132
64;127;133
65;127;128
66;128;129
67;128;129
68;128;130
69;128;130
70;129;131
71;129;130
72;128;131
73;128;130
74;130;131
75;130;131
76;129;132
77;129;131
78;130;132
79;130;131
80;128;132
81;128;130
82;130;131
83;130;131
84;130;132
85;130;132
86;131;133
87;131;132
88;129;133
89;129;131
90;131;132
91;131;132
92;130;133
93;130;132
94;131;133
95;131;132
96;127;133
97;127;129
98;129;130
99;129;130
100;129;131
101;129;131
102;130;132
103;130;131
104;129;132
105;129;131
106;131;132
107;131;132
108;130;133
109;130;132
110;131;133
111;131;132
112;128;133
113;128;130
114;130;131
115;130;131
116;130;132
117;130;132
118;131;133
119;131;132
120;129;133
121;129;131
122;131;132
123;131;132
124;130;133
125;130;132
126;131;133
127;131;132
128;126;133
129;126;127
130;127;128
131;127;128
132;127;129
133;127;129
134;128;130
135;128;129
136;127;130
137;127;129
138;129;130
139;129;130
140;128;131
141;128;130
142;129;131
143;129;130
144;127;131
145;127;129
146;129;130
147;129;130
148;129;131
149;129;131
150;130;132
151;130;131
152;128;132
153;128;130
154;130;131
155;130;131
156;129;132
157;129;131
158;130;132
159;130;131
160;127;132
161;127;129
162;129;130
163;129;130
164;129;131
165;129;131
166;130;132
167;130;131
168;129;132
169;129;131
170;131;132
171;131;132
172;130;133
173;130;132
174;131;133
175;131;132
176;128;133
177;128;130
178;130;131
179;130;131
180;130;132
181;130;132
182;131;133
183;131;132
184;129;133
185;129;131
186;131;132
187;131;132
188;130;133
189;130;132
190;131;133
191;131;132
192;126;133
193;126;127
194;127;128
195;127;128
196;127;129
197;127;129
198;128;130
199;128;129
200;127;130
201;127;129
202;129;130
203;129;130
204;128;131
205;128;130
206;129;131
207;129;130
208;127;131
209;127;129
210;129;130
211;129;130
212;129;131
213;129;131
214;130;132
215;130;131
216;128;132
217;128;130
218;130;131
219;130;131
220;129;132
221;129;131
222;130;132
223;130;131
224;126;132
225;126;128
226;128;129
227;128;129
228;128;130
229;128;130
230;129;131
231;129;130
232;128;131
233;128;130
234;130;131
235;130;131
236;129;132
237;129;131
238;130;132
239;130;131
240;127;132
241;127;129
242;129;130
243;129;130
244;129;131
245;129;131
246;130;132
247;130;131
248;128;132
249;128;130
250;130;131
251;130;131
252;129;132
253;129;131
254;130;132
255;130;131
256;124;132
257;124;125
258;125;126
259;125;126
260;125;127
261;125;127
262;126;128
263;126;127
264;125;128
265;125;127
266;127;128
267;127;128
268;126;129
269;126;128
270;127;129
271;127;128
272;125;129
273;125;127
274;127;128
275;127;128
276;127;129
277;127;129
278;128;130
279;128;129
280;126;130
281;126;128
282;128;129
283;128;129
284;127;130
285;127;129
286;128;130
287;128;129
288;125;130
289;125;127
290;127;128
291;127;128
292;127;129
293;127;129
294;128;130
295;128;129
296;127;130
297;127;129
298;129;130
299;129;130
300;128;131
301;128;130
302;129;131
303;129;130
304;126;131
305;126;128
306;128;129
307;128;129
308;128;130
309;128;130
310;129;131
311;129;130
312;127;131
313;127;129
314;129;130
315;129;130
316;128;131
317;128;130
318;129;131
319;129;130
320;125;131
321;125;126
322;126;127
323;126;127
324;126;128
325;126;128
326;127;129
327;127;128
328;126;129
329;126;128
330;128;129
331;128;129
332;127;130
333;127;129
334;128;130
335;128;129
336;126;130
337;126;128
338;128;129
339;128;129
340;128;130
341;128;130
342;129;131
343;129;130
344;127;131
345;127;129
346;129;130
347;129;130
348;128;131
349;128;130
350;129;131
351;129;130
352;125;131
353;125;127
354;127;128
355;127;128
356;127;129
357;127;129
358;128;130
359;128;129
360;127;130
361;127;129
362;129;130
363;129;130
364;128;131
365;128;130
366;129;131
367;129;130
368;126;131
369;126;128
370;128;129
371;128;129
372;128;130
373;128;130
374;129;131
375;129;130
376;127;131
377;127;129
378;129;130
379;129;130
380;128;131
381;128;130
382;129;131
383;129;130
384;123;131
385;123;124
386;124;125
387;124;125
388;124;126
389;124;126
390;125;127
391;125;126
392;124;127
393;124;126
394;126;127
395;126;127
396;125;128
397;125;127
398;126;128
399;126;127
400;124;128
401;124;126
402;126;127
403;126;127
404;126;128
405;126;128
406;127;129
407;127;128
408;125;129
409;125;127
410;127;128
411;127;128
412;126;129
413;126;128
414;127;129
415;127;128
416;124;129
417;124;126
418;126;127
419;126;127
420;126;128
421;126;128
422;127;129
423;127;128
424;126;129
425;126;128
426;128;129
427;128;129
428;127;130
429;127;129
430;128;130
431;128;129
432;125;130
433;125;127
434;127;128
435;127;128
436;127;129
437;127;129
438;128;130
439;128;129
440;126;130
441;126;128
442;128;129
443;128;129
444;127;130
445;127;129
446;128;130
447;128;129
448;123;130
449;123;124
450;124;125
451;124;125
452;124;126
453;124;126
454;125;127
455;125;126
456;124;127
457;124;126
458;126;127
459;126;127
460;125;128
461;125;127
462;126;128
463;126;127
464;124;128
465;124;126
466;126;127
467;126;127
468;126;128
469;126;128
470;127;129
471;127;128
472;125;129
473;125;127
474;127;128
475;127;128
476;126;129
477;126;128
478;127;129
479;127;128
480;123;129
481;123;125
482;125;126
483;125;126
484;125;127
485;125;127
486;126;128
487;126;127
488;125;128
489;125;127
490;127;128
491;127;128
492;126;129
493;126;128
494;127;129
495;127;128
496;124;129
497;124;126
498;126;127
499;126;127
500;126;128
501;126;128
502;127;129
503;127;128
504;125;129
505;125;127
506;127;128
507;127;128
508;126;129
509;126;128
510;127;129
511;127;128
512;120;129
513;120;121
514;121;122
515;121;122
516;121;123
517;121;123
518;122;124
519;122;123
520;121;124
521;121;123
522;123;124
523;123;124
524;122;125
525;122;124
526;123;125
527;123;124
528;121;125
529;121;123
530;123;124
531;123;124
532;123;125
533;123;125
534;124;126
535;124;125
536;122;126
537;122;124
538;124;125
539;124;125
540;123;126
541;123;125
542;124;126
543;124;125
544;121;126
545;121;123
546;123;124
547;123;124
548;123;125
549;123;125
550;124;126
551;124;125
552;123;126
553;123;125
554;125;126
555;125;126
556;124;127
557;124;126
558;125;127
559;125;126
560;122;127
561;122;124
562;124;125
563;124;125
564;124;126
565;124;126
566;125;127
567;125;126
568;123;127
569;123;125
570;125;126
571;125;126
572;124;127
573;124;126
574;125;127
575;125;126
576;121;127
577;121;122
578;122;123
579;122;123
580;122;124
581;122;124
582;123;125
583;123;124
584;122;125
585;122;124
586;124;125
587;124;125
588;123;126
589;123;125
590;124;126
591;124;125
592;122;126
593;122;124
594;124;125
595;124;125
596;124;126
597;124;126
598;125;127
599;125;126
600;123;127
601;123;125
602;125;126
603;125;126
604;124;127
605;124;126
606;125;127
607;125;126
608;121;127
609;121;123
610;123;124
611;123;124
612;123;125
613;123;125
614;124;126
615;124;125
616;123;126
617;123;125
618;125;126
619;125;126
620;124;127
621;124;126
622;125;127
623;125;126
624;122;127
625;122;124
626;124;125
627;124;125
628;124;126
629;124;126
630;125;127
631;125;126
632;123;127
633;123;125
634;125;126
635;125;126
636;124;127
637;124;126
638;125;127
639;125;126
640;120;127
641;120;121
642;121;122
643;121;122
644;121;123
645;121;123
646;122;124
647;122;123
648;121;124
649;121;123
650;123;124
651;123;124
652;122;125
653;122;124
654;123;125
655;123;124
656;121;125
657;121;123
658;123;124
659;123;124
660;123;125
661;123;125
662;124;126
663;124;125
664;122;126
665;122;124
666;124;125
667;124;125
668;123;126
669;123;125
670;124;126
671;124;125
672;121;126
673;121;123
674;123;124
675;123;124
676;123;125
677;123;125
678;124;126
679;124;125
680;123;126
681;123;125
682;125;126
683;125;126
684;124;127
685;124;126
686;125;127
687;125;126
688;122;127
689;122;124
690;124;125
691;124;125
692;124;126
693;124;126
694;125;127
695;125;126
696;123;127
697;123;125
698;125;126
699;125;126
700;124;127
701;124;126
702;125;127
703;125;126
704;120;127
705;120;121
706;121;122
707;121;122
708;121;123
709;121;123
710;122;124
711;122;123
712;121;124
713;121;123
714;123;124
715;123;124
716;122;125
717;122;124
718;123;125
719;123;124
720;121;125
721;121;123
722;123;124
723;123;124
724;123;125
725;123;125
726;124;126
727;124;125
728;122;126
729;122;124
730;124;125
731;124;125
732;123;126
733;123;125
734;124;126
735;124;125
736;120;126
737;120;122
738;122;123
739;122;123
740;122;124
741;122;124
742;123;125
743;123;124
744;122;125
745;122;124
746;124;125
747;124;125
748;123;126
749;123;125
750;124;126
751;124;125
752;121;126
753;121;123
754;123;124
755;123;124
756;123;125
757;123;125
758;124;126
759;124;125
760;122;126
761;122;124
762;124;125
763;124;125
764;123;126
765;123;125
766;124;126
767;124;125
768;117;126
769;117;118
770;118;119
771;118;119
772;118;120
773;118;120
774;119;121
775;119;120
776;118;121
777;118;120
778;120;121
779;120;121
780;119;122
781;119;121
782;120;122
783;120;121
784;118;122
785;118;120
786;120;121
787;120;121
788;120;122
789;120;122
790;121;123
791;121;122
792;119;123
793;119;121
794;121;122
795;121;122
796;120;123
797;120;122
798;121;123
799;121;122
800;118;123
801;118;120
802;120;121
803;120;121
804;120;122
805;120;122
806;121;123
807;121;122
808;120;123
809;120;122
810;122;123
811;122;123
812;121;124
813;121;123
814;122;124
815;122;123
816;119;124
817;119;121
818;121;122
819;121;122
820;121;123
821;121;123
822;122;124
823;122;123
824;120;124
825;120;122
826;122;123
827;122;123
828;121;124
829;121;123
830;122;124
831;122;123
832;118;124
833;118;119
834;119;120
835;119;120
836;119;121
837;119;121
838;120;122
839;120;121
840;119;122
