round;minSpace;maxSpace
1024;49;66
2048;50;70
3072;50;71
4096;50;71
5120;50;71
6144;51;72
7168;51;72
8192;50;72
9216;50;67
10240;51;71
11264;51;72
12288;50;72
13312;50;71
14336;51;72
15360;51;72
16384;49;72
17408;49;66
18432;50;70
19456;50;71
20480;50;71
21504;50;71
22528;51;72
23552;51;72
24576;49;72
25600;49;66
26624;50;70
27648;50;71
28672;49;71
29696;49;70
30720;50;71
31744;50;71
32768;46;71
33792;46;63
34816;47;67
35840;47;68
36864;47;68
37888;47;68
38912;48;69
39936;48;69
40960;47;69
41984;47;64
43008;48;68
44032;48;69
45056;47;69
46080;47;68
47104;48;69
48128;48;69
49152;45;69
50176;45;62
51200;46;66
52224;46;67
53248;46;67
54272;46;67
55296;47;68
56320;47;68
57344;44;68
58368;44;61
59392;44;61
60416;44;61
61440;41;60
62464;41;58
63488;40;58
64512;39;57
