round;minSpace;maxSpace
64;129;136
128;129;136
192;129;136
256;127;135
320;127;134
384;126;134
448;126;133
512;123;132
576;123;130
640;123;130
704;123;130
768;120;129
832;120;127
896;119;127
960;119;126
1024;115;125
1088;115;122
1152;115;122
1216;115;122
1280;113;121
1344;113;120
1408;112;120
1472;112;119
1536;108;118
1600;108;115
1664;108;115
1728;108;115
1792;105;114
1856;105;112
1920;104;112
1984;104;111
2048;98;110
2112;98;105
2176;98;105
2240;98;105
2304;96;104
2368;96;103
2432;95;103
2496;95;102
2560;92;101
2624;92;99
2688;92;99
2752;92;99
2816;89;98
2880;89;96
2944;88;96
3008;88;95
3072;83;94
3136;83;90
3200;83;90
3264;83;90
3328;81;89
3392;81;88
3456;80;88
3520;80;87
3584;76;86
3648;76;83
3712;76;83
3776;76;83
3840;73;82
3904;73;80
3968;72;80
4032;71;79
