round;minSpace;maxSpace
2;129;130
4;127;130
6;126;128
8;123;127
10;123;124
12;120;124
14;119;121
16;115;120
18;115;116
20;113;116
22;112;114
24;108;113
26;108;109
28;105;109
30;104;106
32;99;105
34;99;100
36;97;100
38;96;98
40;93;97
42;93;94
44;90;94
46;89;91
48;84;90
50;84;85
52;82;85
54;81;83
56;77;82
58;77;78
60;74;78
62;73;75
64;66;74
66;66;67
68;64;67
70;63;65
72;60;64
74;60;61
76;57;61
78;56;58
80;52;57
82;52;53
84;50;53
86;49;51
88;45;50
90;45;46
92;42;46
94;41;43
96;35;42
98;35;36
100;33;36
102;32;34
104;29;33
106;29;30
108;26;30
110;25;27
112;20;26
114;20;21
116;18;21
118;17;19
120;13;18
122;13;14
124;10;14
126;9;11
