rounds;minSpace;maxSpace
1;511;512
2;511;512
3;511;511
4;509;511
5;509;510
6;508;510
7;508;508
8;505;508
9;505;506
10;505;506
11;505;505
12;502;505
13;502;503
14;501;503
15;501;501
16;497;501
17;497;498
18;497;498
19;497;497
20;495;497
21;495;496
22;494;496
23;494;494
24;490;494
25;490;491
26;490;491
27;490;490
28;487;490
29;487;488
30;486;488
31;486;486
32;481;486
33;481;482
34;481;482
35;481;481
36;479;481
37;479;480
38;478;480
39;478;478
40;475;478
41;475;476
42;475;476
43;475;475
44;472;475
45;472;473
46;471;473
47;471;471
48;466;471
49;466;467
50;466;467
51;466;466
52;464;466
53;464;465
54;463;465
55;463;463
56;459;463
57;459;460
58;459;460
59;459;459
60;456;459
61;456;457
62;455;457
63;455;455
64;449;455
65;449;450
66;449;450
67;449;449
68;447;449
69;447;448
70;446;448
71;446;446
72;443;446
73;443;444
74;443;444
75;443;443
76;440;443
77;440;441
78;439;441
79;439;439
80;435;439
81;435;436
82;435;436
83;435;435
84;433;435
85;433;434
86;432;434
87;432;432
88;428;432
89;428;429
90;428;429
91;428;428
92;425;428
93;425;426
94;424;426
95;424;424
96;418;424
97;418;419
98;418;419
99;418;418
100;416;418
101;416;417
102;415;417
103;415;415
104;412;415
105;412;413
106;412;413
107;412;412
108;409;412
109;409;410
110;408;410
111;408;408
112;403;408
113;403;404
114;403;404
115;403;403
116;401;403
117;401;402
118;400;402
119;400;400
120;396;400
121;396;397
122;396;397
123;396;396
124;393;396
125;393;394
126;392;394
127;392;392
128;385;392
129;385;386
130;385;386
131;385;385
132;383;385
133;383;384
134;382;384
135;382;382
136;379;382
137;379;380
138;379;380
139;379;379
140;376;379
141;376;377
142;375;377
143;375;375
144;371;375
145;371;372
146;371;372
147;371;371
148;369;371
149;369;370
150;368;370
151;368;368
152;364;368
153;364;365
154;364;365
155;364;364
156;361;364
157;361;362
158;360;362
159;360;360
160;355;360
161;355;356
162;355;356
163;355;355
164;353;355
165;353;354
166;352;354
167;352;352
168;349;352
169;349;350
170;349;350
171;349;349
172;346;349
173;346;347
174;345;347
175;345;345
176;340;345
177;340;341
178;340;341
179;340;340
180;338;340
181;338;339
182;337;339
183;337;337
184;333;337
185;333;334
186;333;334
187;333;333
188;330;333
189;330;331
190;329;331
191;329;329
192;322;329
193;322;323
194;322;323
195;322;322
196;320;322
197;320;321
198;319;321
199;319;319
200;316;319
201;316;317
202;316;317
203;316;316
204;313;316
205;313;314
206;312;314
207;312;312
208;308;312
209;308;309
210;308;309
211;308;308
212;306;308
213;306;307
214;305;307
215;305;305
216;301;305
217;301;302
218;301;302
219;301;301
220;298;301
221;298;299
222;297;299
223;297;297
224;291;297
225;291;292
226;291;292
227;291;291
228;289;291
229;289;290
230;288;290
231;288;288
232;285;288
233;285;286
234;285;286
235;285;285
236;282;285
237;282;283
238;281;283
239;281;281
240;276;281
241;276;277
242;276;277
243;276;276
244;274;276
245;274;275
246;273;275
247;273;273
248;269;273
249;269;270
250;269;270
251;269;269
252;266;269
253;266;267
254;265;267
255;265;265
256;256;265
257;256;257
258;256;257
259;256;256
260;254;256
261;254;255
262;253;255
263;253;253
264;250;253
265;250;251
266;250;251
267;250;250
268;247;250
269;247;248
270;246;248
271;246;246
272;242;246
273;242;243
274;242;243
275;242;242
276;240;242
277;240;241
278;239;241
279;239;239
280;235;239
281;235;236
282;235;236
283;235;235
284;232;235
285;232;233
286;231;233
287;231;231
288;226;231
289;226;227
290;226;227
291;226;226
292;224;226
293;224;225
294;223;225
295;223;223
296;220;223
297;220;221
