round;minSpace;maxSpace
32;97;103
64;98;104
96;98;104
128;97;104
160;97;103
192;97;104
224;97;103
256;95;103
288;95;101
320;96;102
352;96;102
384;94;102
416;94;100
448;94;101
480;94;100
512;91;100
544;91;97
576;92;98
608;92;98
640;91;98
672;91;97
704;91;98
736;91;97
768;88;97
800;88;94
832;89;95
864;89;95
896;87;95
928;87;93
960;87;94
992;87;93
1024;82;93
1056;82;88
1088;83;89
1120;83;89
1152;82;89
1184;82;88
1216;82;89
1248;82;88
1280;80;88
1312;80;86
1344;81;87
1376;81;87
1408;79;87
1440;79;85
1472;79;86
1504;79;85
1536;75;85
1568;75;81
1600;76;82
1632;76;82
1664;75;82
1696;75;81
1728;75;82
1760;75;81
1792;72;81
1824;72;78
1856;73;79
1888;73;79
1920;71;79
1952;71;77
1984;70;78
2016;39;71
