round;minSpace;maxSpace
2;25;27
4;26;28
6;26;29
8;26;29
10;26;29
12;27;30
14;27;30
16;26;30
18;26;28
20;27;29
22;27;30
24;26;30
26;26;29
28;27;30
30;27;30
32;25;30
34;25;27
36;26;28
38;26;29
40;26;29
42;26;29
44;27;30
46;27;30
48;25;30
50;25;27
52;26;28
54;26;29
56;25;29
58;25;28
60;26;29
62;26;29
64;22;29
66;22;24
68;23;25
70;23;26
72;23;26
74;23;26
76;24;27
78;24;27
80;23;27
82;23;25
84;24;26
86;24;27
88;23;27
90;23;26
92;24;27
94;24;27
96;21;27
98;21;23
100;22;24
102;22;25
104;22;25
106;22;25
108;23;26
110;23;26
112;20;26
114;20;21
116;18;21
118;17;19
120;13;18
122;13;14
124;10;14
126;9;11
