rounds;minSpace;maxSpace
1;15;16
2;16;17
3;16;17
4;16;18
5;16;19
6;17;20
7;17;18
8;16;19
9;16;19
10;18;20
11;18;19
12;17;20
13;17;20
14;18;21
15;18;19
16;16;20
17;16;17
18;17;19
19;18;20
20;18;22
21;18;21
22;20;22
23;20;22
24;17;24
25;17;20
26;19;21
27;19;20
28;18;21
29;18;21
30;19;22
31;19;20
32;16;21
33;16;17
34;17;19
35;18;20
36;18;22
37;18;21
38;20;22
39;20;22
40;18;24
41;18;21
42;20;22
43;20;21
44;19;22
45;19;22
46;20;23
47;20;21
48;17;22
49;17;18
50;18;20
51;19;21
52;19;23
53;19;22
54;21;23
55;21;23
56;18;25
57;18;21
58;20;22
59;20;21
60;19;22
61;19;22
62;20;23
63;20;21
64;16;22
65;16;17
66;17;18
67;17;18
68;17;19
69;17;20
70;18;21
71;18;19
72;17;20
73;17;20
74;20;21
75;20;22
76;19;24
77;19;22
78;21;23
79;21;23
80;18;25
81;18;19
82;19;21
83;20;22
84;20;24
85;20;23
86;22;24
87;22;24
88;19;26
89;19;22
90;22;23
91;22;24
92;21;26
93;21;24
94;23;25
95;23;25
96;17;27
97;17;18
98;18;20
99;19;21
100;19;23
101;19;22
102;21;23
103;21;23
104;19;25
105;19;22
106;22;23
107;22;24
108;21;26
109;21;24
110;23;25
111;23;25
112;19;27
113;19;20
114;20;22
115;21;23
116;21;25
117;21;24
118;23;25
119;23;25
120;20;27
121;20;23
122;23;24
123;23;25
124;22;27
125;22;25
126;24;26
127;24;26
128;16;28
129;16;17
130;17;18
131;17;18
132;17;19
133;17;20
134;18;21
135;18;19
136;17;20
137;17;20
138;20;21
139;20;22
140;19;24
141;19;22
142;21;23
143;21;23
144;18;25
145;18;19
146;19;21
147;20;22
148;20;24
149;20;23
150;22;24
151;22;24
152;19;26
153;19;22
154;22;23
155;22;24
156;21;26
157;21;24
158;23;25
159;23;25
160;18;27
161;18;19
162;19;21
163;20;22
164;20;24
165;20;23
166;22;24
167;22;24
168;20;26
169;20;23
170;23;24
171;23;25
172;22;27
173;22;25
174;24;26
175;24;26
176;20;28
177;20;21
178;21;23
179;22;24
180;22;26
181;22;25
182;24;26
183;24;26
184;21;28
185;21;24
186;24;25
187;24;26
188;23;28
189;23;26
190;25;27
191;25;27
192;17;29
193;17;18
194;18;19
195;18;19
196;18;20
197;18;21
198;19;22
199;19;20
200;18;21
201;18;21
202;21;22
203;21;23
204;20;25
205;20;23
206;22;24
207;22;24
208;19;26
209;19;20
210;20;22
211;21;23
212;21;25
213;21;24
214;23;25
215;23;25
216;20;27
217;20;23
218;23;24
219;23;25
220;22;27
221;22;25
222;24;26
223;24;26
224;18;28
225;18;19
226;19;21
227;20;22
228;20;24
229;20;23
230;22;24
231;22;24
232;20;26
233;20;23
234;23;24
235;23;25
236;22;27
237;22;25
238;24;26
239;24;26
240;20;28
241;20;21
242;21;23
243;22;24
244;22;26
245;22;25
246;24;26
247;24;26
248;21;28
249;21;24
250;24;25
251;24;26
252;23;28
253;23;26
254;25;27
255;25;27
256;16;29
257;16;17
258;17;18
259;17;18
260;17;19
261;17;20
262;18;21
263;18;19
264;17;20
265;17;20
266;19;21
267;19;20
268;18;21
269;18;21
270;19;22
271;19;20
272;17;21
273;17;18
274;18;20
275;19;21
276;19;23
277;19;22
278;21;23
279;21;23
280;18;25
281;18;21
282;20;22
283;20;21
284;19;22
285;19;22
286;20;23
287;20;21
288;17;22
289;17;18
290;18;20
291;19;21
292;19;23
293;19;22
294;21;23
295;21;23
296;19;25
297;19;22
298;21;23
299;21;22
300;20;23
301;20;23
302;21;24
303;21;22
304;18;23
305;18;19
306;19;21
307;20;22
308;20;24
309;20;23
310;22;24
311;22;24
312;19;26
313;19;22
314;21;23
315;21;22
316;20;23
317;20;23
318;21;24
319;21;22
320;17;23
321;17;18
322;18;19
323;18;19
324;18;20
325;18;21
326;19;22
327;19;20
328;18;21
329;18;21
330;21;22
331;21;23
332;20;25
333;20;23
334;22;24
335;22;24
336;19;26
337;19;20
338;20;22
339;21;23
340;21;25
341;21;24
342;23;25
343;23;25
344;20;27
345;20;23
346;23;24
347;23;25
348;22;27
349;22;25
350;24;26
351;24;26
352;18;28
353;18;19
354;19;21
355;20;22
356;20;24
357;20;23
358;22;24
359;22;24
360;20;26
361;20;23
362;23;24
363;23;25
364;22;27
365;22;25
366;24;26
367;24;26
368;20;28
369;20;21
370;21;23
371;22;24
372;22;26
373;22;25
374;24;26
375;24;26
376;21;28
377;21;24
378;24;25
379;24;26
380;23;28
381;23;26
382;25;27
383;25;27
384;16;29
385;16;17
386;17;18
387;17;18
388;17;19
389;17;20
390;18;21
391;18;19
392;17;20
393;17;20
394;20;21
395;20;22
396;19;24
397;19;22
398;21;23
399;21;23
400;18;25
401;18;19
402;19;21
403;20;22
404;20;24
405;20;23
406;22;24
407;22;24
408;19;26
409;19;22
410;22;23
411;22;24
412;21;26
413;21;24
414;23;25
415;23;25
416;18;27
417;18;19
418;19;21
419;20;22
420;20;24
421;20;23
422;22;24
423;22;24
424;20;26
425;20;23
426;23;24
427;23;25
428;22;27
429;22;25
430;24;26
431;24;26
432;20;28
433;20;21
434;21;23
435;22;24
436;22;26
437;22;25
438;24;26
439;24;26
440;21;28
441;21;24
442;24;25
443;24;26
444;23;28
445;23;26
446;25;27
447;25;27
448;17;29
449;17;18
450;18;19
451;18;19
452;18;20
453;18;21
454;19;22
455;19;20
456;18;21
457;18;21
458;21;22
459;21;23
460;20;25
461;20;23
462;22;24
463;22;24
464;19;26
465;19;20
466;20;22
467;21;23
468;21;25
469;21;24
470;23;25
471;23;25
472;20;27
473;20;23
474;23;24
475;23;25
476;22;27
477;22;25
478;24;26
479;24;26
480;18;28
481;18;19
482;19;21
483;20;22
484;20;24
485;20;23
486;22;24
487;22;24
488;20;26
489;20;23
490;23;24
491;23;25
492;22;27
493;22;25
494;24;26
495;24;26
496;20;28
497;20;21
498;21;23
499;22;24
500;22;26
501;22;25
502;24;26
503;24;26
504;21;28
505;21;24
506;24;25
