rounds;minSpace;maxSpace
1;10;11
2;11;12
3;11;12
4;11;13
5;11;13
6;12;14
7;12;13
8;11;14
9;11;13
10;13;16
11;13;14
12;12;15
13;12;14
14;13;15
15;13;14
16;11;15
17;11;12
18;12;14
19;13;16
20;13;18
21;13;15
22;14;16
23;14;15
24;12;16
25;12;14
26;14;17
27;14;15
28;13;16
29;13;15
30;14;16
31;14;15
32;11;16
33;11;12
34;12;13
35;12;13
36;12;14
37;12;15
38;15;18
39;15;18
40;14;19
41;14;16
42;16;19
43;16;20
44;14;17
45;14;16
46;15;17
47;15;16
48;12;17
49;12;13
50;13;15
51;14;17
52;14;19
53;14;16
54;15;17
55;15;16
56;13;17
57;13;15
58;15;18
59;15;16
60;14;17
61;14;16
62;15;17
63;15;16
64;11;17
65;11;12
66;12;13
67;12;13
68;12;14
69;12;14
70;13;15
71;13;14
72;12;15
73;12;14
74;14;17
75;14;15
76;14;19
77;14;17
78;16;20
79;16;19
80;13;21
81;13;14
82;14;16
83;15;18
84;15;20
85;15;18
86;18;21
87;18;21
88;16;22
89;16;18
90;18;21
91;17;22
92;15;18
93;15;17
94;16;18
95;16;17
96;12;18
97;12;13
98;13;14
99;13;14
100;13;15
101;13;16
102;16;19
103;16;19
104;15;20
105;15;17
106;17;20
107;17;21
108;15;18
109;15;17
110;16;18
111;16;17
112;13;18
113;13;14
114;14;16
115;15;18
116;15;20
117;15;17
118;16;18
119;16;17
120;14;18
121;14;16
122;16;19
123;16;17
124;15;18
125;15;17
126;16;18
127;16;17
128;11;18
129;11;12
130;12;13
131;12;13
132;12;14
133;12;14
134;13;15
135;13;14
136;12;15
137;12;14
138;14;17
139;14;15
140;13;16
141;13;15
142;14;16
143;14;15
144;12;16
145;12;13
146;13;15
147;14;17
148;14;19
149;14;16
150;15;17
151;15;16
152;13;17
153;13;15
154;15;18
155;15;16
156;15;20
157;15;18
158;17;21
159;17;20
160;13;22
161;13;14
162;14;15
163;14;15
164;14;16
165;14;17
166;17;20
167;17;20
168;16;21
169;16;18
170;18;21
171;18;22
172;17;22
173;17;20
174;19;23
175;19;22
176;14;24
177;14;15
178;15;17
179;16;19
180;16;21
181;16;19
182;19;22
183;19;22
184;17;23
185;17;19
186;19;22
187;19;23
188;18;23
189;18;21
190;20;24
191;20;23
192;12;25
193;12;13
194;13;14
195;13;14
196;13;15
197;13;15
198;14;16
199;14;15
200;13;16
201;13;15
202;15;18
203;15;16
204;15;20
205;15;18
206;17;21
207;17;20
208;14;22
209;14;15
210;15;17
211;16;19
212;16;21
213;16;19
214;19;22
215;19;22
216;17;23
217;17;19
218;19;22
219;18;23
220;16;19
221;16;18
222;17;19
223;17;18
224;13;19
225;13;14
226;14;15
227;14;15
228;14;16
229;14;17
230;17;20
231;17;20
232;16;21
233;16;18
234;18;21
235;18;22
236;16;19
237;16;18
238;17;19
239;17;18
240;14;19
241;14;15
242;15;17
243;16;19
244;16;21
245;16;18
246;17;19
247;17;18
248;15;19
249;15;17
250;17;20
251;17;18
252;16;19
253;16;18
254;17;19
255;17;18
256;11;19
257;11;12
258;12;13
259;12;13
260;12;14
261;12;14
262;13;15
263;13;14
264;12;15
265;12;14
266;14;17
267;14;15
268;13;16
269;13;15
270;14;16
271;14;15
272;12;16
273;12;13
274;13;15
275;14;17
276;14;19
277;14;16
278;15;17
279;15;16
280;13;17
281;13;15
282;15;18
283;15;16
284;14;17
285;14;16
286;15;17
287;15;16
288;12;17
289;12;13
290;13;14
291;13;14
292;13;15
293;13;16
294;16;19
295;16;19
296;15;20
297;15;17
298;17;20
299;17;21
300;15;18
301;15;17
302;16;18
303;16;17
304;13;18
305;13;14
306;14;16
307;15;18
308;15;20
309;15;17
310;16;18
311;16;17
312;14;18
313;14;16
314;16;19
315;16;17
316;15;18
317;15;17
318;16;18
319;16;17
320;12;18
321;12;13
322;13;14
323;13;14
324;13;15
325;13;15
326;14;16
327;14;15
328;13;16
329;13;15
330;15;18
331;15;16
332;15;20
333;15;18
334;17;21
335;17;20
336;14;22
337;14;15
338;15;17
339;16;19
340;16;21
341;16;19
342;19;22
343;19;22
344;17;23
345;17;19
346;19;22
347;18;23
348;17;22
349;17;20
350;19;23
351;19;22
352;14;24
353;14;15
354;15;16
355;15;16
356;15;17
357;15;18
358;18;21
359;18;21
360;17;22
361;17;19
362;19;22
363;19;23
364;18;23
365;18;21
366;20;24
367;20;23
368;15;25
369;15;16
370;16;18
371;17;20
372;17;22
373;17;20
374;20;23
375;20;23
376;18;24
377;18;20
378;20;23
379;20;24
380;19;24
381;19;22
382;21;25
383;21;24
384;12;26
385;12;13
386;13;14
387;13;14
388;13;15
389;13;15
390;14;16
391;14;15
392;13;16
393;13;15
394;15;18
395;15;16
396;14;17
397;14;16
398;15;17
399;15;16
400;13;17
401;13;14
402;14;16
403;15;18
404;15;20
405;15;17
406;16;18
407;16;17
408;14;18
409;14;16
410;16;19
411;16;17
412;16;21
413;16;19
414;18;22
415;18;21
416;14;23
417;14;15
418;15;16
419;15;16
420;15;17
421;15;18
422;18;21
423;18;21
424;17;22
425;17;19
426;19;22
427;19;23
428;18;23
429;18;21
430;20;24
431;20;23
432;15;25
433;15;16
434;16;18
435;17;20
436;17;22
437;17;20
438;20;23
439;20;23
440;18;24
441;18;20
442;20;23
443;20;24
444;19;24
445;19;22
446;21;25
447;21;24
448;13;26
449;13;14
450;14;15
451;14;15
452;14;16
453;14;16
454;15;17
455;15;16
456;14;17
457;14;16
458;16;19
459;16;17
460;16;21
461;16;19
462;18;22
463;18;21
464;15;23
465;15;16
466;16;18
467;17;20
468;17;22
469;17;20
470;20;23
471;20;23
472;18;24
473;18;20
474;20;23
475;19;24
476;18;23
477;18;21
478;20;24
479;20;23
480;15;25
481;15;16
482;16;17
483;16;17
484;16;18
485;16;19
486;19;22
487;19;22
488;18;23
489;18;20
490;20;23
491;20;24
492;19;24
493;19;22
494;21;25
495;21;24
496;16;26
497;16;17
498;17;19
499;18;21
500;18;23
501;18;21
502;21;24
503;21;24
504;19;25
505;19;21
506;21;24
507;21;25
508;20;25
509;20;23
510;22;26
511;22;25
512;10;27
513;10;11
514;11;12
515;11;12
516;11;13
517;11;13
518;12;14
519;12;13
520;11;14
521;11;13
522;13;16
523;13;14
524;12;15
525;12;14
526;13;15
527;13;14
528;11;15
529;11;12
530;12;13
531;12;15
532;14;17
533;14;17
534;14;19
535;14;15
536;12;16
537;12;14
538;14;17
539;14;15
540;13;16
541;13;15
542;14;16
543;14;15
544;11;16
545;11;12
546;12;13
547;12;13
548;12;14
549;12;14
550;14;17
551;14;17
552;13;19
553;13;15
554;15;18
