round;minSpace;maxSpace
1024;511;522
2048;507;520
3072;504;516
4096;499;513
5120;497;508
6144;492;506
7168;489;501
8192;483;498
9216;481;492
10240;477;490
11264;474;486
12288;468;483
13312;466;477
14336;461;475
15360;458;470
16384;451;467
17408;449;460
18432;445;458
19456;442;454
20480;437;451
21504;435;446
22528;430;444
23552;427;439
24576;420;436
25600;418;429
26624;414;427
27648;411;423
28672;405;420
29696;403;414
30720;398;412
31744;395;407
32768;386;404
33792;384;395
34816;380;393
35840;377;389
36864;372;386
37888;370;381
38912;365;379
39936;362;374
40960;356;371
41984;354;365
43008;350;363
44032;347;359
45056;341;356
46080;339;350
47104;334;348
48128;331;343
49152;323;340
50176;321;332
51200;317;330
52224;314;326
53248;309;323
54272;307;318
55296;302;316
56320;299;311
57344;292;308
58368;290;301
59392;286;299
60416;283;295
61440;277;292
62464;275;286
63488;270;284
64512;267;279
