round;minSpace;maxSpace
32;41;50
64;42;51
96;42;52
128;42;52
160;42;51
192;42;52
224;42;52
256;41;52
288;41;50
320;42;51
352;42;52
384;41;52
416;41;50
448;41;51
480;41;51
512;39;51
544;39;48
576;40;49
608;40;50
640;40;50
672;40;49
704;40;50
736;40;50
768;38;50
800;38;47
832;39;48
864;39;49
896;38;49
928;38;47
960;38;48
992;38;48
1024;34;48
1056;34;43
1088;35;44
1120;35;45
1152;35;45
1184;35;44
1216;35;45
1248;35;45
1280;34;45
1312;34;43
1344;35;44
1376;35;45
1408;34;45
1440;34;43
1472;34;44
1504;34;44
1536;31;44
1568;31;40
1600;32;41
1632;32;42
1664;32;42
1696;32;41
1728;32;42
1760;32;42
1792;30;42
1824;30;39
1856;31;40
1888;31;41
1920;29;41
1952;29;34
1984;26;34
2016;25;31
