round;minSpace;maxSpace
64;4035;4098
128;3971;4036
192;3908;3972
256;3843;3909
320;3781;3844
384;3716;3782
448;3653;3717
512;3587;3654
576;3525;3588
640;3461;3526
704;3398;3462
768;3332;3399
832;3270;3333
896;3205;3271
960;3142;3206
1024;3075;3143
1088;3013;3076
1152;2949;3014
1216;2886;2950
1280;2821;2887
1344;2759;2822
1408;2694;2760
1472;2631;2695
1536;2564;2632
1600;2502;2565
1664;2438;2503
1728;2375;2439
1792;2309;2376
1856;2247;2310
1920;2182;2248
1984;2119;2183
2048;2050;2120
2112;1988;2051
2176;1924;1989
2240;1861;1925
2304;1796;1862
2368;1734;1797
2432;1669;1735
2496;1606;1670
2560;1540;1607
2624;1478;1541
2688;1414;1479
2752;1351;1415
2816;1285;1352
2880;1223;1286
2944;1158;1224
3008;1095;1159
3072;1027;1096
3136;965;1028
3200;901;966
3264;838;902
3328;773;839
3392;711;774
3456;646;712
3520;583;647
3584;516;584
3648;454;517
3712;390;455
3776;327;391
3840;261;328
3904;199;262
3968;134;200
4032;71;135
