round;minSpace;maxSpace
2;17;19
4;18;20
6;18;21
8;18;21
10;18;21
12;19;23
14;19;23
16;18;24
18;18;21
20;20;23
22;20;24
24;19;25
26;19;22
28;20;24
30;20;24
32;18;25
34;18;20
36;19;21
38;19;22
40;19;22
42;19;22
44;20;24
46;20;24
48;18;25
50;18;21
52;20;23
54;20;24
56;19;25
58;19;22
60;20;24
62;20;24
64;16;25
66;16;18
68;17;19
70;17;20
72;17;20
74;17;20
76;18;22
78;18;22
80;17;23
82;17;20
84;19;22
86;19;23
88;18;24
90;18;21
92;19;23
94;19;23
96;15;24
98;15;17
100;16;18
102;16;19
104;16;19
106;16;18
108;16;19
110;16;19
112;14;19
114;14;16
116;15;17
118;15;18
120;13;18
122;13;14
124;10;14
126;9;11
