round;minSpace;maxSpace
2;15;17
4;16;18
6;16;20
8;16;19
10;16;20
12;17;22
14;17;21
16;16;20
18;16;18
20;17;21
22;18;23
24;17;24
26;17;21
28;18;23
30;18;22
32;16;21
34;16;18
36;17;19
38;17;21
40;17;20
42;17;21
44;19;23
46;19;24
48;17;25
50;17;19
52;18;22
54;19;24
56;18;25
58;18;22
60;20;24
62;20;25
64;14;26
66;14;16
68;15;17
70;15;19
72;15;18
74;15;18
76;16;21
78;16;20
80;15;19
82;15;17
84;16;18
86;16;20
88;16;22
90;16;19
92;17;22
94;17;21
96;13;23
98;13;15
100;14;16
102;14;18
104;14;17
106;14;16
108;15;19
110;15;19
112;12;20
114;12;14
116;13;15
118;13;16
120;11;17
122;11;13
124;10;14
126;9;12
