round;minSpace;maxSpace
1;33;34
2;34;35
3;34;36
4;34;36
5;34;36
6;35;37
7;35;37
8;34;37
9;34;36
10;36;37
11;36;38
12;35;38
13;35;37
14;36;38
15;36;38
16;34;38
17;34;36
18;36;39
19;36;40
20;36;41
21;36;38
22;37;39
23;37;39
24;35;39
25;35;37
26;37;38
27;37;39
28;36;39
29;36;38
30;37;39
31;37;39
32;34;39
33;34;36
34;36;39
35;36;40
36;36;41
37;36;38
38;37;39
39;37;39
40;36;39
41;36;38
42;38;39
43;38;40
44;37;40
45;37;39
46;38;40
47;38;40
48;35;40
49;35;37
50;37;40
51;37;41
52;37;42
53;37;39
54;38;40
55;38;40
56;36;40
57;36;38
58;38;39
59;38;40
60;37;40
61;37;39
62;38;40
63;38;40
64;34;40
65;34;35
66;35;36
67;35;37
68;36;39
69;36;39
70;38;41
71;38;41
72;37;42
73;37;40
74;38;43
75;38;42
76;39;43
77;39;42
78;40;44
79;40;43
80;36;45
81;36;38
82;38;41
83;38;42
84;38;43
85;38;40
86;39;41
87;39;41
88;37;41
89;37;39
90;39;40
91;39;41
92;38;41
93;38;40
94;39;41
95;39;41
96;35;41
97;35;37
98;37;40
99;37;41
100;37;42
101;37;39
102;38;40
103;38;40
104;37;40
105;37;39
106;39;40
107;39;41
108;38;41
109;38;40
110;39;41
111;39;41
112;36;41
113;36;38
114;38;41
115;38;42
116;38;43
117;38;40
118;39;41
119;39;41
120;37;41
121;37;39
122;39;40
123;39;41
124;38;41
125;38;40
126;39;41
127;39;41
128;34;41
129;34;35
130;35;36
131;35;37
132;36;39
133;36;39
134;38;41
135;38;41
136;37;42
137;37;40
138;38;43
139;38;42
140;39;43
141;39;42
142;40;44
143;40;43
144;36;45
145;36;38
146;38;41
147;38;42
148;38;43
149;38;40
150;39;41
151;39;41
152;37;41
153;37;39
154;39;40
155;39;41
156;38;41
157;38;40
158;39;41
159;39;41
160;36;41
161;36;38
162;38;41
163;38;42
164;38;43
165;38;40
166;39;41
167;39;41
168;38;41
169;38;40
170;40;41
171;40;42
172;39;42
173;39;41
174;40;42
175;40;42
176;37;42
177;37;39
178;39;42
179;39;43
180;39;44
181;39;41
182;40;42
183;40;42
184;38;42
185;38;40
186;40;41
187;40;42
188;39;42
189;39;41
190;40;42
191;40;42
192;35;42
193;35;36
194;36;37
195;36;38
196;37;40
197;37;40
198;39;42
199;39;42
200;38;43
201;38;41
202;39;44
203;39;43
204;40;44
205;40;43
206;41;45
207;41;44
208;37;46
209;37;39
210;39;42
211;39;43
212;39;44
213;39;41
214;40;42
215;40;42
216;38;42
217;38;40
218;40;41
219;40;42
220;39;42
221;39;41
222;40;42
223;40;42
224;36;42
225;36;38
226;38;41
227;38;42
228;38;43
229;38;40
230;39;41
231;39;41
232;38;41
233;38;40
234;40;41
235;40;42
236;39;42
237;39;41
238;40;42
239;40;42
240;37;42
241;37;39
242;39;42
243;39;43
244;39;44
245;39;41
246;40;42
247;40;42
248;38;42
249;38;40
250;40;41
251;40;42
252;39;42
253;39;41
254;40;42
255;40;42
256;34;42
257;34;35
258;35;36
259;35;37
260;35;37
261;35;37
262;36;38
263;36;38
264;35;38
265;35;37
266;37;38
267;37;39
268;36;39
269;36;38
270;37;39
271;37;39
272;35;39
273;35;37
274;37;40
275;37;41
276;38;42
277;38;41
278;40;43
279;40;43
280;38;44
281;38;41
282;39;44
283;39;43
284;40;44
285;40;43
286;41;45
287;41;44
288;36;46
289;36;38
290;38;41
291;38;42
292;39;43
293;39;42
294;41;44
295;41;44
296;40;45
297;40;43
298;41;46
299;41;45
300;42;46
301;42;45
302;43;47
303;43;46
304;37;48
305;37;39
306;39;42
307;39;43
308;40;44
309;40;43
310;42;45
311;42;45
312;40;46
313;40;43
314;41;46
315;41;45
316;42;46
317;42;45
318;43;47
319;43;46
320;37;48
321;37;38
322;38;39
323;38;40
324;39;42
325;39;42
326;41;44
327;41;44
328;40;45
329;40;43
330;41;46
331;41;45
332;42;46
333;42;45
334;43;47
335;43;46
336;39;48
337;39;41
338;41;44
339;41;45
340;42;46
341;42;45
342;44;47
343;44;47
344;42;48
345;42;45
346;43;48
347;43;47
348;44;48
349;44;47
350;45;49
351;45;48
352;37;50
353;37;39
354;39;42
355;39;43
356;39;44
357;39;41
358;40;42
359;40;42
360;39;42
361;39;41
362;41;42
363;41;43
364;40;43
365;40;42
366;41;43
367;41;43
368;38;43
369;38;40
370;40;43
371;40;44
372;40;45
373;40;42
374;41;43
375;41;43
376;39;43
377;39;41
378;41;42
379;41;43
380;40;43
381;40;42
382;41;43
383;41;43
384;35;43
385;35;36
386;36;37
387;36;38
388;37;40
389;37;40
390;39;42
391;39;42
392;38;43
393;38;41
394;39;44
395;39;43
396;40;44
397;40;43
398;41;45
399;41;44
400;37;46
401;37;39
402;39;42
403;39;43
404;39;44
405;39;41
406;40;42
407;40;42
408;38;42
409;38;40
410;40;41
411;40;42
412;39;42
413;39;41
414;40;42
415;40;42
416;37;42
417;37;39
418;39;42
419;39;43
420;39;44
421;39;41
422;40;42
423;40;42
424;39;42
425;39;41
426;41;42
427;41;43
428;40;43
429;40;42
430;41;43
431;41;43
432;38;43
433;38;40
434;40;43
435;40;44
436;40;45
437;40;42
438;41;43
439;41;43
440;39;43
441;39;41
442;41;42
443;41;43
444;40;43
445;40;42
446;41;43
447;41;43
448;36;43
449;36;37
450;37;38
451;37;39
452;38;41
453;38;41
454;40;43
455;40;43
456;39;44
457;39;42
458;40;45
459;40;44
460;41;45
461;41;44
462;42;46
463;42;45
464;38;47
465;38;40
466;40;43
467;40;44
468;40;45
469;40;42
470;41;43
471;41;43
472;39;43
473;39;41
474;41;42
475;41;43
476;40;43
477;40;42
478;41;43
479;41;43
480;37;43
481;37;39
482;39;42
483;39;43
484;39;44
485;39;41
486;40;42
487;40;42
488;39;42
489;39;41
490;41;42
491;41;43
492;40;43
493;40;42
494;41;43
495;41;43
496;38;43
497;38;40
498;40;43
499;40;44
500;40;45
501;40;42
502;41;43
503;41;43
504;39;43
505;39;41
506;41;42
507;41;43
508;40;43
509;40;42
510;41;43
511;41;43
512;34;43
513;34;35
514;35;36
515;35;37
516;35;37
517;35;37
518;36;38
519;36;38
520;35;38
521;35;37
522;37;38
523;37;39
524;36;39
525;36;38
526;37;39
527;37;39
528;35;39
529;35;37
530;37;40
531;37;41
532;38;42
533;38;41
534;40;43
535;40;43
536;38;44
537;38;41
538;39;44
539;39;43
540;40;44
541;40;43
542;41;45
543;41;44
544;36;46
545;36;38
546;38;41
547;38;42
548;39;43
549;39;42
550;41;44
551;41;44
552;40;45
553;40;43
554;41;46
555;41;45
556;42;46
557;42;45
558;43;47
559;43;46
560;37;48
561;37;39
562;39;42
563;39;43
564;40;44
565;40;43
566;42;45
567;42;45
568;40;46
569;40;43
570;41;46
571;41;45
572;42;46
573;42;45
574;43;47
575;43;46
576;37;48
577;37;38
578;38;39
579;38;40
580;39;42
581;39;42
582;41;44
583;41;44
584;40;45
585;40;43
586;41;46
587;41;45
588;42;46
589;42;45
590;43;47
591;43;46
592;39;48
593;39;41
594;41;44
595;41;45
596;42;46
597;42;45
598;44;47
599;44;47
600;42;48
601;42;45
602;43;48
603;43;47
604;44;48
605;44;47
606;45;49
607;45;48
608;37;50
609;37;39
610;39;42
611;39;43
612;39;44
613;39;41
614;40;42
615;40;42
616;39;42
617;39;41
618;41;42
619;41;43
620;40;43
621;40;42
622;41;43
623;41;43
624;38;43
625;38;40
626;40;43
627;40;44
628;40;45
629;40;42
630;41;43
631;41;43
632;39;43
633;39;41
634;41;42
635;41;43
636;40;43
637;40;42
638;41;43
639;41;43
640;36;43
641;36;37
642;37;38
643;37;39
644;38;41
645;38;41
646;40;43
647;40;43
648;39;44
649;39;42
650;40;45
651;40;44
652;41;45
653;41;44
654;42;46
655;42;45
656;38;47
657;38;40
658;40;43
659;40;44
660;40;45
661;40;42
662;41;43
663;41;43
664;39;43
665;39;41
666;41;42
667;41;43
