round;minSpace;maxSpace
4;17;20
8;18;21
12;18;23
16;18;22
20;18;24
24;19;25
28;19;24
32;18;23
36;18;21
40;19;25
44;20;27
48;19;28
52;19;25
56;20;26
60;20;25
64;18;24
68;18;21
72;19;22
76;19;24
80;19;23
84;19;25
88;21;27
92;21;28
96;19;29
100;19;22
104;20;26
108;21;28
112;20;29
116;20;26
120;22;28
124;22;29
128;16;30
132;16;19
136;17;21
140;17;23
144;17;22
148;17;22
152;18;25
156;18;24
160;17;23
164;17;20
168;18;22
172;18;24
176;18;26
180;18;23
184;19;26
188;19;25
192;15;27
196;15;18
200;16;20
204;16;22
208;16;21
212;16;19
216;17;23
220;17;23
224;14;24
228;14;17
232;15;19
236;15;20
240;13;21
244;13;16
248;12;18
252;11;15
