round;minSpace;maxSpace
512;384;393
1024;382;393
1536;381;391
2048;378;390
2560;378;387
3072;375;387
3584;374;384
4096;370;383
4608;370;379
5120;368;379
5632;367;377
6144;363;376
6656;363;372
7168;360;372
7680;359;369
8192;354;368
8704;354;363
9216;352;363
9728;351;361
10240;348;360
10752;348;357
11264;345;357
11776;344;354
12288;339;353
12800;339;348
13312;337;348
13824;336;346
14336;332;345
14848;332;341
15360;329;341
15872;328;338
16384;321;337
16896;321;330
17408;319;330
17920;318;328
18432;315;327
18944;315;324
19456;312;324
19968;311;321
20480;307;320
20992;307;316
21504;305;316
22016;304;314
22528;300;313
23040;300;309
23552;297;309
24064;296;306
24576;290;305
25088;290;299
25600;288;299
26112;287;297
26624;284;296
27136;284;293
27648;281;293
28160;280;290
28672;275;289
29184;275;284
29696;273;284
30208;272;282
30720;268;281
31232;268;277
31744;265;277
32256;264;274
