rounds;minSpace;maxSpace
1;62;63
2;63;64
3;63;64
4;63;65
5;63;65
6;64;66
7;64;65
8;63;66
9;63;65
10;65;66
11;65;66
12;64;67
13;64;66
14;65;67
15;65;66
16;63;67
17;63;65
18;65;66
19;65;66
20;65;67
21;65;67
22;66;68
23;66;67
24;64;68
25;64;66
26;66;67
27;66;67
28;65;68
29;65;67
30;66;68
31;66;67
32;63;68
33;63;64
34;64;65
35;64;65
36;64;66
37;64;66
38;65;67
39;65;66
40;64;67
41;64;66
42;66;67
43;66;67
44;65;68
45;65;67
46;66;68
47;66;67
48;63;68
49;63;65
50;65;66
51;65;66
52;65;67
53;65;67
54;66;68
55;66;67
56;64;68
57;64;66
58;66;67
59;66;67
60;65;68
61;65;67
62;66;68
63;66;67
64;62;68
65;62;63
66;63;64
67;63;64
68;63;65
69;63;65
70;64;66
71;64;65
72;63;66
73;63;65
74;65;66
75;65;66
76;64;67
77;64;66
78;65;67
79;65;66
80;63;67
81;63;65
82;65;66
83;65;66
84;65;67
85;65;67
86;66;68
87;66;67
88;64;68
89;64;66
90;66;67
91;66;67
92;65;68
93;65;67
94;66;68
95;66;67
96;62;68
97;62;63
98;63;64
99;63;64
100;63;65
101;63;65
102;64;66
103;64;65
104;63;66
105;63;65
106;65;66
107;65;66
108;64;67
109;64;66
110;65;67
111;65;66
112;62;67
113;62;64
114;64;65
115;64;65
116;64;66
117;64;66
118;65;67
119;65;66
120;63;67
121;63;65
122;65;66
123;65;66
124;64;67
125;64;66
126;65;67
127;65;66
128;60;67
129;60;61
130;61;62
131;61;62
132;61;63
133;61;63
134;62;64
135;62;63
136;61;64
137;61;63
138;63;64
139;63;64
140;62;65
141;62;64
142;63;65
143;63;64
144;61;65
145;61;63
146;63;64
147;63;64
148;63;65
149;63;65
150;64;66
151;64;65
152;62;66
153;62;64
154;64;65
155;64;65
156;63;66
157;63;65
158;64;66
159;64;65
160;61;66
161;61;62
162;62;63
163;62;63
164;62;64
165;62;64
166;63;65
167;63;64
168;62;65
169;62;64
170;64;65
171;64;65
172;63;66
173;63;65
174;64;66
175;64;65
176;61;66
177;61;63
178;63;64
179;63;64
180;63;65
181;63;65
182;64;66
183;64;65
184;62;66
185;62;64
186;64;65
187;64;65
188;63;66
189;63;65
190;64;66
191;64;65
192;59;66
193;59;60
194;60;61
195;60;61
196;60;62
197;60;62
198;61;63
199;61;62
200;60;63
201;60;62
202;62;63
203;62;63
204;61;64
205;61;63
206;62;64
207;62;63
208;60;64
209;60;62
210;62;63
211;62;63
212;62;64
213;62;64
214;63;65
215;63;64
216;61;65
217;61;63
218;63;64
219;63;64
220;62;65
221;62;64
222;63;65
223;63;64
224;59;65
225;59;60
226;60;61
227;60;61
228;60;62
229;60;62
230;61;63
231;61;62
232;60;63
233;60;62
234;62;63
235;62;63
236;61;64
237;61;63
238;62;64
239;62;63
240;59;64
241;59;61
242;61;62
243;61;62
244;61;63
245;61;63
246;62;64
247;62;63
248;60;64
249;60;62
250;62;63
251;62;63
252;61;64
253;61;63
254;62;64
255;62;63
256;56;64
257;56;57
258;57;58
259;57;58
260;57;59
261;57;59
262;58;60
263;58;59
264;57;60
265;57;59
266;59;60
267;59;60
268;58;61
269;58;60
270;59;61
271;59;60
272;57;61
273;57;59
274;59;60
275;59;60
276;59;61
277;59;61
278;60;62
279;60;61
280;58;62
281;58;60
282;60;61
283;60;61
284;59;62
285;59;61
286;60;62
287;60;61
288;57;62
289;57;58
290;58;59
291;58;59
292;58;60
293;58;60
294;59;61
295;59;60
296;58;61
297;58;60
298;60;61
299;60;61
300;59;62
301;59;61
302;60;62
303;60;61
304;57;62
305;57;59
306;59;60
307;59;60
308;59;61
309;59;61
310;60;62
311;60;61
312;58;62
313;58;60
314;60;61
315;60;61
316;59;62
317;59;61
318;60;62
319;60;61
320;56;62
321;56;57
322;57;58
323;57;58
324;57;59
325;57;59
326;58;60
327;58;59
328;57;60
