rounds;minSpace;maxSpace
1;12;13
2;13;14
3;13;14
4;13;15
5;13;15
6;14;16
7;14;15
8;13;16
9;13;15
10;15;18
11;15;16
12;14;17
13;14;16
14;15;17
15;15;16
16;13;17
17;13;14
18;14;17
19;16;18
20;15;20
21;15;17
22;16;18
23;16;17
24;14;18
25;14;16
26;16;19
27;16;17
28;15;18
29;15;17
30;16;18
31;16;17
32;13;18
33;13;14
34;14;15
35;14;15
36;15;19
37;15;18
38;18;21
39;18;20
40;15;22
41;15;17
42;17;20
43;17;18
44;16;19
45;16;18
46;17;19
47;17;18
48;14;19
49;14;15
50;15;18
51;17;19
52;16;21
53;16;18
54;17;19
55;17;18
56;15;19
57;15;17
58;17;20
59;17;18
60;16;19
61;16;18
62;17;19
63;17;18
64;13;19
65;13;14
66;14;15
67;14;15
68;14;16
69;14;16
70;15;17
71;15;16
72;15;20
73;15;17
74;17;20
75;18;21
76;16;23
77;16;19
78;19;22
79;19;22
80;15;24
81;15;16
82;16;19
83;18;20
84;17;22
85;17;19
86;18;20
87;18;19
88;16;20
89;16;18
90;18;21
91;18;19
92;17;20
93;17;19
94;18;20
95;18;19
96;14;20
97;14;15
98;15;16
99;15;16
100;16;20
101;16;19
102;19;22
103;19;21
104;16;23
105;16;18
106;18;21
107;18;19
108;17;20
109;17;19
110;18;20
111;18;19
112;15;20
113;15;16
114;16;19
115;18;20
116;17;22
117;17;19
118;18;20
119;18;19
120;16;20
121;16;18
122;18;21
123;18;19
124;17;20
125;17;19
126;18;20
127;18;19
128;13;20
129;13;14
130;14;15
131;14;15
132;14;16
133;14;16
134;15;17
135;15;16
136;14;17
137;14;16
138;16;19
139;16;17
140;15;18
141;15;17
142;16;18
143;16;17
144;14;18
145;14;15
146;15;18
147;17;19
148;17;21
149;17;20
150;20;23
151;20;22
152;17;24
153;17;19
154;19;22
155;20;23
156;17;25
157;17;20
158;20;23
159;20;23
160;16;25
161;16;17
162;17;18
163;17;18
164;18;22
165;18;21
166;21;24
167;21;23
168;19;25
169;19;21
170;21;24
171;22;25
172;18;27
173;18;20
174;19;21
175;19;20
176;16;21
177;16;17
178;17;20
179;19;21
180;18;23
181;18;20
182;19;21
183;19;20
184;17;21
185;17;19
186;19;22
187;19;20
188;18;21
189;18;20
190;19;21
191;19;20
192;14;21
193;14;15
194;15;16
195;15;16
196;15;17
197;15;17
198;16;18
199;16;17
200;16;21
201;16;18
202;18;21
203;19;22
204;17;24
205;17;20
206;20;23
207;20;23
208;16;25
209;16;17
210;17;20
211;19;21
212;18;23
213;18;20
214;19;21
215;19;20
216;17;21
217;17;19
218;19;22
219;19;20
220;18;21
221;18;20
222;19;21
223;19;20
224;15;21
225;15;16
226;16;17
227;16;17
228;17;21
229;17;20
230;20;23
231;20;22
232;17;24
233;17;19
234;19;22
235;19;20
236;18;21
237;18;20
238;19;21
239;19;20
240;16;21
241;16;17
242;17;20
243;19;21
244;18;23
245;18;20
246;19;21
247;19;20
248;17;21
249;17;19
250;19;22
251;19;20
252;18;21
253;18;20
254;19;21
255;19;20
256;13;21
257;13;14
258;14;15
259;14;15
260;14;16
261;14;16
262;15;17
263;15;16
264;14;17
265;14;16
266;16;19
267;16;17
268;15;18
269;15;17
270;16;18
271;16;17
272;14;18
273;14;15
274;15;18
275;17;19
276;16;21
277;16;18
278;17;19
279;17;18
280;15;19
281;15;17
282;17;20
283;17;18
284;16;19
285;16;18
286;17;19
287;17;18
288;14;19
289;14;15
290;15;16
291;15;16
292;16;20
293;16;19
294;19;22
295;19;21
296;16;23
297;16;18
298;18;21
299;18;19
300;17;20
301;17;20
302;20;23
303;20;23
304;16;25
305;16;17
306;17;20
307;19;21
308;19;23
309;19;22
310;22;25
311;22;24
312;18;26
313;18;20
314;20;23
315;21;24
316;19;26
317;19;22
318;22;25
319;22;25
320;15;27
321;15;16
322;16;17
323;16;17
324;16;18
325;16;18
326;17;19
327;17;18
328;17;22
329;17;19
330;19;22
331;20;23
332;18;25
333;18;21
334;21;24
335;21;24
336;17;26
337;17;18
338;18;21
339;20;22
340;20;24
341;20;23
342;23;26
343;23;25
344;20;27
345;20;22
346;22;25
347;23;26
348;20;28
349;20;23
350;23;26
351;23;26
352;18;28
353;18;19
354;19;20
355;19;20
356;20;24
357;20;23
358;23;26
359;23;25
360;21;27
361;21;23
362;23;26
363;24;27
364;19;29
365;19;21
366;20;22
367;20;21
368;17;22
369;17;18
370;18;21
371;20;22
372;19;24
373;19;21
374;20;22
375;20;21
376;18;22
377;18;20
378;20;23
379;20;21
380;19;22
381;19;21
382;20;22
383;20;21
384;14;22
385;14;15
386;15;16
387;15;16
388;15;17
389;15;17
390;16;18
391;16;17
392;15;18
393;15;17
394;17;20
395;17;18
396;16;19
397;16;18
398;17;19
399;17;18
400;15;19
401;15;16
402;16;19
403;18;20
404;18;22
405;18;21
406;21;24
407;21;23
408;18;25
409;18;20
410;20;23
411;21;24
412;18;26
413;18;21
414;21;24
415;21;24
416;17;26
417;17;18
418;18;19
419;18;19
420;19;23
421;19;22
422;22;25
423;22;24
424;20;26
425;20;22
426;22;25
427;23;26
428;19;28
429;19;21
430;20;22
431;20;21
432;17;22
433;17;18
434;18;21
435;20;22
436;19;24
437;19;21
438;20;22
439;20;21
440;18;22
441;18;20
442;20;23
443;20;21
444;19;22
445;19;21
446;20;22
447;20;21
448;15;22
449;15;16
450;16;17
451;16;17
452;16;18
453;16;18
454;17;19
455;17;18
456;17;22
457;17;19
458;19;22
459;20;23
460;18;25
461;18;21
462;21;24
463;21;24
464;17;26
465;17;18
466;18;21
467;20;22
468;19;24
469;19;21
470;20;22
471;20;21
472;18;22
473;18;20
474;20;23
475;20;21
476;19;22
477;19;21
478;20;22
479;20;21
480;16;22
481;16;17
482;17;18
483;17;18
484;18;22
485;18;21
486;21;24
487;21;23
488;18;25
489;18;20
490;20;23
491;20;21
492;19;22
493;19;21
494;20;22
495;20;21
496;17;22
497;17;18
498;18;21
499;20;22
500;19;24
501;19;21
502;20;22
503;20;21
504;18;22
505;18;20
506;20;23
507;20;21
508;19;22
509;19;21
510;20;22
511;20;21
512;13;22
513;13;14
514;14;15
515;14;15
516;14;16
517;14;16
518;15;17
519;15;16
520;14;17
521;14;16
522;16;19
523;16;17
524;15;18
525;15;17
526;16;18
527;16;17
528;14;18
529;14;15
530;15;18
531;17;19
532;16;21
