round;minSpace;maxSpace
1024;64515;65538
2048;63491;64516
3072;62468;63492
4096;61443;62469
5120;60421;61444
6144;59396;60422
7168;58373;59397
8192;57347;58374
9216;56325;57348
10240;55301;56326
11264;54278;55302
12288;53252;54279
13312;52230;53253
14336;51205;52231
15360;50182;51206
16384;49155;50183
17408;48133;49156
18432;47109;48134
19456;46086;47110
20480;45061;46087
21504;44039;45062
22528;43014;44040
23552;41991;43015
24576;40964;41992
25600;39942;40965
26624;38918;39943
27648;37895;38919
28672;36869;37896
29696;35847;36870
30720;34822;35848
31744;33799;34823
32768;32770;33800
33792;31748;32771
34816;30724;31749
35840;29701;30725
36864;28676;29702
37888;27654;28677
38912;26629;27655
39936;25606;26630
40960;24580;25607
41984;23558;24581
43008;22534;23559
44032;21511;22535
45056;20485;21512
46080;19463;20486
47104;18438;19464
48128;17415;18439
49152;16387;17416
50176;15365;16388
51200;14341;15366
52224;13318;14342
53248;12293;13319
54272;11271;12294
55296;10246;11272
56320;9223;10247
57344;8196;9224
58368;7174;8197
59392;6150;7175
60416;5127;6151
61440;4101;5128
62464;3079;4102
63488;2054;3080
64512;1031;2055
