round;minSpace;maxSpace
16;33;38
32;34;42
48;34;43
64;34;43
80;34;43
96;35;44
112;35;44
128;34;44
144;34;39
160;35;43
176;35;44
192;34;44
208;34;43
224;35;44
240;35;44
256;33;44
272;33;38
288;34;42
304;34;43
320;34;43
336;34;43
352;35;44
368;35;44
384;33;44
400;33;38
416;34;42
432;34;43
448;33;43
464;33;42
480;34;43
496;34;43
512;30;43
528;30;35
544;31;39
560;31;40
576;31;40
592;31;40
608;32;41
624;32;41
640;31;41
656;31;36
672;32;40
688;32;41
704;31;41
720;31;40
736;32;41
752;32;41
768;29;41
784;29;34
800;30;38
816;30;39
832;30;39
848;30;39
864;31;40
880;31;40
896;28;40
912;28;33
928;28;33
944;28;33
960;25;32
976;25;30
992;24;30
1008;23;29
