round;minSpace;maxSpace
256;28;42
512;29;44
768;29;47
1024;29;45
1280;29;47
1536;30;49
1792;30;48
2048;29;46
2304;29;43
2560;30;48
2816;31;50
3072;30;51
3328;30;48
3584;31;50
3840;31;49
4096;29;47
4352;29;43
4608;30;45
4864;30;48
5120;30;46
5376;30;48
5632;32;50
5888;32;51
6144;30;52
6400;30;44
6656;31;49
6912;32;51
7168;31;52
7424;31;49
7680;33;51
7936;33;52
8192;27;53
8448;27;41
8704;28;44
8960;28;46
9216;28;45
9472;28;45
9728;29;48
9984;29;47
10240;28;46
10496;28;42
10752;29;45
11008;29;47
11264;29;49
11520;29;46
11776;30;49
12032;30;48
12288;26;50
12544;26;41
12800;27;43
13056;27;45
13312;27;44
13568;27;42
13824;28;46
14080;28;46
14336;25;47
14592;25;40
14848;26;42
15104;26;43
15360;24;44
15616;24;39
15872;23;41
16128;22;38
