round;minSpace;maxSpace
16;21;27
32;22;30
48;22;30
64;22;31
80;22;31
96;23;33
112;23;33
128;22;34
144;22;31
160;24;33
176;24;34
192;23;35
208;23;32
224;24;34
240;24;34
256;22;35
272;22;28
288;23;31
304;23;31
320;23;32
336;23;32
352;24;34
368;24;34
384;22;35
400;22;31
416;24;33
432;24;34
448;23;35
464;23;32
480;24;34
496;24;34
512;20;35
528;20;26
544;21;29
560;21;29
576;21;30
592;21;30
608;22;32
624;22;32
640;21;33
656;21;30
672;23;32
688;23;33
704;22;34
720;22;31
736;23;33
752;23;33
768;19;34
784;19;25
800;20;28
816;20;29
832;20;29
848;20;26
864;20;29
880;20;29
896;18;29
912;18;24
928;19;27
944;19;28
960;17;28
976;17;23
992;16;23
1008;15;22
