round;minSpace;maxSpace
16;21;27
32;22;29
48;22;31
64;22;30
80;22;32
96;23;33
112;23;32
128;22;31
144;22;28
160;23;33
176;24;35
192;23;36
208;23;33
224;24;34
240;24;33
256;22;32
272;22;28
288;23;30
304;23;32
320;23;31
336;23;33
352;25;35
368;25;36
384;23;37
400;23;29
416;24;34
432;25;36
448;24;37
464;24;34
480;26;36
496;26;37
512;20;38
528;20;26
544;21;29
560;21;31
576;21;30
592;21;30
608;22;33
624;22;32
640;21;31
656;21;27
672;22;30
688;22;32
704;22;34
720;22;31
736;23;34
752;23;33
768;19;35
784;19;25
800;20;27
816;20;30
832;20;28
848;20;26
864;21;31
880;21;31
896;18;32
912;18;25
928;19;27
944;19;28
960;17;29
976;17;24
992;16;26
1008;15;23
