round;minSpace;maxSpace
4;255;258
8;251;256
12;248;252
16;243;249
20;241;244
24;236;242
28;233;237
32;227;234
36;225;228
40;221;226
44;218;222
48;212;219
52;210;213
56;205;211
60;202;206
64;195;203
68;193;196
72;189;194
76;186;190
80;181;187
84;179;182
88;174;180
92;171;175
96;164;172
100;162;165
104;158;163
108;155;159
112;149;156
116;147;150
120;142;148
124;139;143
128;130;140
132;128;131
136;124;129
140;121;125
144;116;122
148;114;117
152;109;115
156;106;110
160;100;107
164;98;101
168;94;99
172;91;95
176;85;92
180;83;86
184;78;84
188;75;79
192;67;76
196;65;68
200;61;66
204;58;62
208;53;59
212;51;54
216;46;52
220;43;47
224;36;44
228;34;37
232;30;35
236;27;31
240;21;28
244;19;22
248;14;20
252;11;15
