round;minSpace;maxSpace
1024;65;83
2048;66;84
3072;66;85
4096;66;85
5120;66;84
6144;66;85
7168;66;85
8192;65;85
9216;65;83
10240;66;84
11264;66;85
12288;65;85
13312;65;83
14336;65;84
15360;65;84
16384;63;84
17408;63;81
18432;64;82
19456;64;83
20480;64;83
21504;64;82
22528;64;83
23552;64;83
24576;62;83
25600;62;80
26624;63;81
27648;63;82
28672;62;82
29696;62;80
30720;62;81
31744;62;81
32768;58;81
33792;58;76
34816;59;77
35840;59;78
36864;59;78
37888;59;77
38912;59;78
39936;59;78
40960;58;78
41984;58;76
43008;59;77
44032;59;78
45056;58;78
46080;58;76
47104;58;77
48128;58;77
49152;55;77
50176;55;73
51200;56;74
52224;56;75
53248;56;75
54272;56;74
55296;56;75
56320;56;75
57344;54;75
58368;54;72
59392;55;73
60416;55;74
61440;53;74
62464;51;65
63488;46;63
64512;43;58
