round;minSpace;maxSpace
8;19;23
16;20;25
24;20;28
32;20;26
40;20;28
48;21;30
56;21;29
64;20;27
72;20;24
80;21;29
88;22;31
96;21;32
104;21;29
112;22;31
120;22;30
128;20;28
136;20;24
144;21;26
152;21;29
160;21;27
168;21;29
176;23;31
184;23;32
192;21;33
200;21;25
208;22;30
216;23;32
224;22;33
232;22;30
240;24;32
248;24;33
256;18;34
264;18;22
272;19;24
280;19;26
288;19;25
296;19;26
304;20;29
312;20;27
320;19;26
328;19;23
336;20;25
344;20;28
352;20;30
360;20;27
368;21;30
376;21;29
384;17;31
392;17;22
400;18;24
408;18;26
416;18;25
424;18;23
432;19;27
440;19;27
448;16;28
456;16;21
464;17;23
472;17;24
480;15;25
488;15;20
496;14;22
504;13;19
