round;minSpace;maxSpace
64;25;35
128;26;37
192;26;40
256;26;38
320;26;40
384;27;42
448;27;41
512;26;39
576;26;36
640;27;41
704;28;43
768;27;44
832;27;41
896;28;43
960;28;42
1024;26;40
1088;26;36
1152;27;38
1216;27;41
1280;27;39
1344;27;41
1408;29;43
1472;29;44
1536;27;45
1600;27;37
1664;28;42
1728;29;44
1792;28;45
1856;28;42
1920;30;44
1984;30;45
2048;24;46
2112;24;34
2176;25;37
2240;25;39
2304;25;38
2368;25;38
2432;26;41
2496;26;40
2560;25;39
2624;25;35
2688;26;38
2752;26;40
2816;26;42
2880;26;39
2944;27;42
3008;27;41
3072;23;43
3136;23;33
3200;24;35
3264;24;38
3328;24;36
3392;24;34
3456;25;39
3520;25;39
3584;22;40
3648;22;33
3712;23;35
3776;23;36
3840;21;37
3904;21;32
3968;20;34
4032;19;31
