round;minSpace;maxSpace
512;32;48
1024;33;51
1536;33;51
2048;33;52
2560;33;52
3072;34;54
3584;34;54
4096;33;55
4608;33;52
5120;35;54
5632;35;55
6144;34;56
6656;34;53
7168;35;55
7680;35;55
8192;33;56
8704;33;49
9216;34;52
9728;34;52
10240;34;53
10752;34;53
11264;35;55
11776;35;55
12288;33;56
12800;33;52
13312;35;54
13824;35;55
14336;34;56
14848;34;53
15360;35;55
15872;35;55
16384;31;56
16896;31;47
17408;32;50
17920;32;50
18432;32;51
18944;32;51
19456;33;53
19968;33;53
20480;32;54
20992;32;51
21504;34;53
22016;34;54
22528;33;55
23040;33;52
23552;34;54
24064;34;54
24576;30;55
25088;30;46
25600;31;49
26112;31;50
26624;31;50
27136;31;47
27648;31;50
28160;31;50
28672;29;50
29184;29;45
29696;30;48
30208;30;49
30720;28;49
31232;28;44
31744;27;44
32256;26;43
