rounds;minSpace;maxSpace
1;37;38
2;38;39
3;38;39
4;38;40
5;38;40
6;39;41
7;39;40
8;38;41
9;38;40
10;40;41
11;40;41
12;39;42
13;39;41
14;40;42
15;40;41
16;38;42
17;38;40
18;40;41
19;40;42
20;40;43
21;40;43
22;42;44
23;42;44
24;39;45
25;39;42
26;42;43
27;42;44
28;41;45
29;41;44
30;43;45
31;43;45
32;38;46
33;38;40
34;40;41
35;40;42
36;40;43
37;40;43
38;42;44
39;42;44
40;40;45
41;40;43
42;43;44
43;43;45
44;42;46
45;42;45
46;44;46
47;44;46
48;39;47
49;39;41
50;41;42
51;41;43
52;41;44
53;41;44
54;43;45
55;43;45
56;40;46
57;40;43
58;43;44
59;43;45
60;42;46
61;42;45
62;44;46
63;44;46
64;38;47
65;38;40
66;40;41
67;40;42
68;40;43
69;40;43
70;42;44
71;42;44
72;40;45
73;40;43
74;43;44
75;43;45
76;42;46
77;42;45
78;44;46
79;44;46
80;40;47
81;40;42
82;42;43
83;42;44
84;42;45
85;42;45
86;44;46
87;44;46
88;41;47
89;41;44
90;44;45
91;44;46
92;43;47
93;43;46
94;45;47
95;45;47
96;39;48
97;39;41
98;41;42
99;41;43
100;41;44
101;41;44
102;43;45
103;43;45
104;41;46
105;41;44
106;44;45
107;44;46
108;43;47
109;43;46
110;45;47
111;45;47
112;40;48
113;40;42
114;42;43
115;42;44
116;42;45
117;42;45
118;44;46
119;44;46
120;41;47
121;41;44
122;44;45
123;44;46
124;43;47
125;43;46
126;45;47
127;45;47
128;38;48
129;38;39
130;39;40
131;39;40
132;39;41
133;39;41
134;40;42
135;40;41
136;39;42
137;39;41
138;41;42
139;41;42
140;40;43
141;40;42
142;41;43
143;41;42
144;39;43
145;39;41
146;41;42
147;41;43
148;41;44
149;41;44
150;43;45
151;43;45
152;40;46
153;40;43
154;43;44
155;43;45
156;42;46
157;42;45
158;44;46
159;44;46
160;39;47
161;39;41
162;41;42
163;41;43
164;41;44
165;41;44
166;43;45
167;43;45
168;41;46
169;41;44
170;44;45
171;44;46
172;43;47
173;43;46
174;45;47
175;45;47
176;40;48
177;40;42
178;42;43
179;42;44
180;42;45
181;42;45
182;44;46
183;44;46
184;41;47
185;41;44
186;44;45
187;44;46
188;43;47
189;43;46
190;45;47
191;45;47
192;38;48
193;38;40
194;40;41
195;40;42
196;40;43
197;40;43
198;42;44
199;42;44
200;40;45
201;40;43
202;43;44
203;43;45
204;42;46
205;42;45
206;44;46
207;44;46
208;40;47
209;40;42
210;42;43
211;42;44
212;42;45
213;42;45
214;44;46
215;44;46
216;41;47
217;41;44
218;44;45
219;44;46
220;43;47
221;43;46
222;45;47
223;45;47
224;39;48
225;39;41
226;41;42
227;41;43
228;41;44
229;41;44
230;43;45
231;43;45
232;41;46
233;41;44
234;44;45
235;44;46
236;43;47
237;43;46
238;45;47
239;45;47
240;40;48
241;40;42
242;42;43
243;42;44
244;42;45
245;42;45
246;44;46
247;44;46
248;41;47
249;41;44
250;44;45
251;44;46
252;43;47
253;43;46
254;45;47
255;45;47
256;37;48
257;37;38
258;38;39
259;38;39
260;38;40
261;38;40
262;39;41
263;39;40
264;38;41
265;38;40
266;40;41
267;40;41
268;39;42
269;39;41
270;40;42
271;40;41
272;38;42
273;38;40
274;40;41
275;40;42
276;40;43
277;40;43
278;42;44
279;42;44
280;39;45
281;39;42
282;42;43
283;42;44
284;41;45
285;41;44
286;43;45
287;43;45
288;38;46
289;38;40
290;40;41
291;40;42
292;40;43
293;40;43
294;42;44
295;42;44
296;40;45
297;40;43
298;43;44
299;43;45
300;42;46
301;42;45
302;44;46
303;44;46
304;39;47
305;39;41
306;41;42
307;41;43
308;41;44
309;41;44
310;43;45
311;43;45
312;40;46
313;40;43
314;43;44
315;43;45
316;42;46
317;42;45
318;44;46
319;44;46
320;38;47
321;38;40
322;40;41
323;40;42
324;40;43
325;40;43
326;42;44
327;42;44
328;40;45
329;40;43
330;43;44
331;43;45
332;42;46
333;42;45
334;44;46
335;44;46
336;40;47
337;40;42
338;42;43
339;42;44
340;42;45
341;42;45
342;44;46
343;44;46
344;41;47
345;41;44
346;44;45
347;44;46
348;43;47
349;43;46
350;45;47
351;45;47
352;39;48
353;39;41
354;41;42
355;41;43
356;41;44
357;41;44
358;43;45
359;43;45
360;41;46
361;41;44
362;44;45
363;44;46
364;43;47
365;43;46
366;45;47
367;45;47
368;40;48
369;40;42
370;42;43
371;42;44
372;42;45
373;42;45
374;44;46
375;44;46
376;41;47
377;41;44
378;44;45
379;44;46
380;43;47
381;43;46
382;45;47
383;45;47
384;37;48
385;37;38
386;38;39
387;38;39
388;38;40
389;38;40
390;39;41
391;39;40
392;38;41
393;38;40
394;40;41
395;40;41
396;39;42
397;39;41
398;40;42
399;40;41
400;38;42
401;38;40
402;40;41
403;40;42
404;40;43
405;40;43
406;42;44
407;42;44
408;39;45
409;39;42
410;42;43
411;42;44
412;41;45
413;41;44
414;43;45
415;43;45
416;38;46
417;38;40
418;40;41
419;40;42
420;40;43
421;40;43
422;42;44
423;42;44
424;40;45
425;40;43
426;43;44
427;43;45
428;42;46
429;42;45
430;44;46
431;44;46
432;39;47
433;39;41
434;41;42
435;41;43
436;41;44
437;41;44
438;43;45
439;43;45
440;40;46
441;40;43
442;43;44
443;43;45
444;42;46
445;42;45
446;44;46
447;44;46
448;37;47
449;37;39
450;39;40
451;39;41
452;39;42
453;39;42
454;41;43
455;41;43
456;39;44
457;39;42
458;42;43
459;42;44
460;41;45
461;41;44
462;43;45
463;43;45
464;39;46
465;39;41
466;41;42
467;41;43
468;41;44
469;41;44
470;43;45
471;43;45
472;40;46
473;40;43
474;43;44
475;43;45
476;42;46
477;42;45
478;44;46
479;44;46
480;38;47
481;38;40
482;40;41
483;40;42
484;40;43
485;40;43
486;42;44
487;42;44
488;40;45
489;40;43
490;43;44
491;43;45
492;42;46
493;42;45
494;44;46
495;44;46
496;39;47
497;39;41
498;41;42
499;41;43
500;41;44
501;41;44
502;43;45
503;43;45
504;40;46
505;40;43
506;43;44
507;43;45
508;42;46
509;42;45
510;44;46
511;44;46
512;35;47
513;35;36
514;36;37
515;36;37
516;36;38
517;36;38
518;37;39
519;37;38
520;36;39
521;36;38
522;38;39
523;38;39
524;37;40
525;37;39
526;38;40
527;38;39
528;36;40
529;36;38
530;38;39
531;38;40
532;38;41
533;38;41
534;40;42
535;40;42
536;37;43
537;37;40
538;40;41
539;40;42
540;39;43
541;39;42
542;41;43
543;41;43
544;36;44
545;36;38
546;38;39
547;38;40
548;38;41
549;38;41
550;40;42
551;40;42
552;38;43
553;38;41
554;41;42
555;41;43
556;40;44
557;40;43
558;42;44
559;42;44
560;37;45
561;37;39
562;39;40
563;39;41
564;39;42
565;39;42
566;41;43
567;41;43
568;38;44
569;38;41
570;41;42
571;41;43
572;40;44
573;40;43
574;42;44
575;42;44
576;36;45
577;36;38
578;38;39
579;38;40
580;38;41
581;38;41
582;40;42
583;40;42
584;38;43
