rounds;minSpace;maxSpace
1;94;95
2;95;96
3;95;96
4;95;97
5;95;97
6;96;98
7;96;97
8;95;98
9;95;97
10;97;98
11;97;98
12;96;99
13;96;98
14;97;99
15;97;98
16;95;99
17;95;97
18;97;98
19;97;98
20;97;99
21;97;99
22;98;100
23;98;99
24;96;100
25;96;98
26;98;99
27;98;99
28;97;100
29;97;99
30;98;100
31;98;99
32;95;100
33;95;97
34;97;98
35;97;98
36;97;99
37;97;99
38;98;100
39;98;99
40;97;100
41;97;99
42;99;100
43;99;100
44;98;101
45;98;100
46;99;101
47;99;100
48;96;101
49;96;98
50;98;99
51;98;99
52;98;100
53;98;100
54;99;101
55;99;100
56;97;101
57;97;99
58;99;100
59;99;100
60;98;101
61;98;100
62;99;101
63;99;100
64;95;101
65;95;96
66;96;97
67;96;97
68;96;98
69;96;98
70;97;99
71;97;98
72;96;99
73;96;98
74;98;99
75;98;99
76;97;100
77;97;99
78;98;100
79;98;99
80;96;100
81;96;98
82;98;99
83;98;99
84;98;100
85;98;100
86;99;101
87;99;100
88;97;101
89;97;99
90;99;100
91;99;100
92;98;101
93;98;100
94;99;101
95;99;100
96;95;101
97;95;97
98;97;98
99;97;98
100;97;99
101;97;99
102;98;100
103;98;99
104;97;100
105;97;99
106;99;100
107;99;100
108;98;101
109;98;100
110;99;101
111;99;100
112;96;101
113;96;98
114;98;99
115;98;99
116;98;100
117;98;100
118;99;101
119;99;100
120;97;101
121;97;99
122;99;100
123;99;100
124;98;101
125;98;100
126;99;101
127;99;100
128;94;101
129;94;95
130;95;96
131;95;96
132;95;97
133;95;97
134;96;98
135;96;97
136;95;98
137;95;97
138;97;98
139;97;98
140;96;99
141;96;98
142;97;99
143;97;98
144;95;99
145;95;97
146;97;98
147;97;98
148;97;99
149;97;99
150;98;100
151;98;99
152;96;100
153;96;98
154;98;99
155;98;99
156;97;100
157;97;99
158;98;100
159;98;99
160;95;100
161;95;97
162;97;98
163;97;98
164;97;99
165;97;99
166;98;100
167;98;99
168;97;100
169;97;99
170;99;100
171;99;100
172;98;101
173;98;100
174;99;101
175;99;100
176;96;101
177;96;98
178;98;99
179;98;99
180;98;100
181;98;100
182;99;101
183;99;100
184;97;101
185;97;99
186;99;100
187;99;100
188;98;101
189;98;100
190;99;101
191;99;100
192;94;101
193;94;95
194;95;96
195;95;96
196;95;97
197;95;97
198;96;98
199;96;97
200;95;98
201;95;97
202;97;98
203;97;98
204;96;99
205;96;98
206;97;99
207;97;98
208;95;99
209;95;97
210;97;98
211;97;98
212;97;99
213;97;99
214;98;100
215;98;99
216;96;100
217;96;98
218;98;99
219;98;99
220;97;100
221;97;99
222;98;100
223;98;99
224;94;100
225;94;96
226;96;97
227;96;97
228;96;98
229;96;98
230;97;99
231;97;98
232;96;99
233;96;98
234;98;99
235;98;99
236;97;100
237;97;99
238;98;100
239;98;99
240;95;100
241;95;97
242;97;98
243;97;98
244;97;99
245;97;99
246;98;100
247;98;99
248;96;100
249;96;98
250;98;99
251;98;99
252;97;100
253;97;99
254;98;100
255;98;99
256;92;100
257;92;93
258;93;94
259;93;94
260;93;95
261;93;95
262;94;96
263;94;95
264;93;96
265;93;95
266;95;96
267;95;96
268;94;97
269;94;96
270;95;97
271;95;96
272;93;97
273;93;95
274;95;96
275;95;96
276;95;97
277;95;97
278;96;98
279;96;97
280;94;98
281;94;96
282;96;97
283;96;97
284;95;98
285;95;97
286;96;98
287;96;97
288;93;98
289;93;95
290;95;96
291;95;96
292;95;97
293;95;97
294;96;98
295;96;97
296;95;98
297;95;97
298;97;98
299;97;98
300;96;99
301;96;98
302;97;99
303;97;98
304;94;99
305;94;96
306;96;97
307;96;97
308;96;98
309;96;98
310;97;99
311;97;98
312;95;99
313;95;97
314;97;98
315;97;98
316;96;99
317;96;98
318;97;99
319;97;98
320;93;99
321;93;94
322;94;95
323;94;95
324;94;96
325;94;96
326;95;97
327;95;96
328;94;97
329;94;96
330;96;97
331;96;97
332;95;98
333;95;97
334;96;98
335;96;97
336;94;98
337;94;96
338;96;97
339;96;97
340;96;98
341;96;98
342;97;99
343;97;98
344;95;99
345;95;97
346;97;98
347;97;98
348;96;99
349;96;98
350;97;99
351;97;98
352;93;99
353;93;95
354;95;96
355;95;96
356;95;97
357;95;97
358;96;98
359;96;97
360;95;98
361;95;97
362;97;98
363;97;98
364;96;99
365;96;98
366;97;99
367;97;98
368;94;99
369;94;96
370;96;97
371;96;97
372;96;98
373;96;98
374;97;99
375;97;98
376;95;99
377;95;97
378;97;98
379;97;98
380;96;99
381;96;98
382;97;99
383;97;98
384;91;99
385;91;92
386;92;93
387;92;93
388;92;94
389;92;94
390;93;95
391;93;94
392;92;95
393;92;94
394;94;95
395;94;95
396;93;96
397;93;95
398;94;96
399;94;95
400;92;96
401;92;94
402;94;95
403;94;95
404;94;96
405;94;96
406;95;97
407;95;96
408;93;97
409;93;95
410;95;96
411;95;96
412;94;97
413;94;96
414;95;97
415;95;96
416;92;97
417;92;94
418;94;95
419;94;95
420;94;96
421;94;96
422;95;97
423;95;96
424;94;97
425;94;96
426;96;97
427;96;97
428;95;98
429;95;97
430;96;98
431;96;97
432;93;98
433;93;95
434;95;96
435;95;96
436;95;97
437;95;97
438;96;98
439;96;97
440;94;98
441;94;96
442;96;97
443;96;97
444;95;98
445;95;97
446;96;98
447;96;97
448;91;98
449;91;92
450;92;93
451;92;93
452;92;94
453;92;94
454;93;95
455;93;94
456;92;95
457;92;94
458;94;95
459;94;95
460;93;96
461;93;95
462;94;96
463;94;95
464;92;96
465;92;94
466;94;95
467;94;95
468;94;96
469;94;96
470;95;97
471;95;96
472;93;97
473;93;95
474;95;96
475;95;96
476;94;97
477;94;96
478;95;97
479;95;96
480;91;97
481;91;93
482;93;94
483;93;94
484;93;95
485;93;95
486;94;96
487;94;95
488;93;96
489;93;95
490;95;96
491;95;96
492;94;97
493;94;96
494;95;97
495;95;96
496;92;97
497;92;94
498;94;95
499;94;95
500;94;96
501;94;96
502;95;97
503;95;96
504;93;97
505;93;95
506;95;96
507;95;96
508;94;97
509;94;96
510;95;97
511;95;96
512;88;97
513;88;89
514;89;90
515;89;90
516;89;91
517;89;91
518;90;92
519;90;91
520;89;92
521;89;91
522;91;92
523;91;92
524;90;93
525;90;92
526;91;93
527;91;92
528;89;93
529;89;91
530;91;92
531;91;92
532;91;93
533;91;93
534;92;94
535;92;93
536;90;94
537;90;92
538;92;93
539;92;93
540;91;94
541;91;93
542;92;94
543;92;93
544;89;94
545;89;91
546;91;92
547;91;92
548;91;93
549;91;93
550;92;94
551;92;93
552;91;94
553;91;93
554;93;94
555;93;94
556;92;95
557;92;94
558;93;95
559;93;94
560;90;95
561;90;92
562;92;93
563;92;93
564;92;94
565;92;94
566;93;95
567;93;94
568;91;95
569;91;93
570;93;94
571;93;94
572;92;95
573;92;94
574;93;95
575;93;94
576;89;95
577;89;90
578;90;91
579;90;91
580;90;92
581;90;92
582;91;93
583;91;92
584;90;93
585;90;92
586;92;93
587;92;93
588;91;94
589;91;93
590;92;94
591;92;93
592;90;94
593;90;92
594;92;93
595;92;93
596;92;94
597;92;94
598;93;95
599;93;94
600;91;95
601;91;93
602;93;94
603;93;94
604;92;95
605;92;94
606;93;95
607;93;94
608;89;95
609;89;91
610;91;92
611;91;92
612;91;93
613;91;93
614;92;94
615;92;93
616;91;94
617;91;93
618;93;94
619;93;94
620;92;95
621;92;94
622;93;95
623;93;94
624;90;95
625;90;92
626;92;93
627;92;93
628;92;94
629;92;94
630;93;95
631;93;94
632;91;95
633;91;93
634;93;94
635;93;94
636;92;95
637;92;94
638;93;95
639;93;94
640;88;95
641;88;89
642;89;90
643;89;90
644;89;91
645;89;91
646;90;92
647;90;91
648;89;92
649;89;91
650;91;92
651;91;92
652;90;93
653;90;92
654;91;93
655;91;92
656;89;93
657;89;91
658;91;92
659;91;92
660;91;93
661;91;93
662;92;94
663;92;93
664;90;94
665;90;92
666;92;93
667;92;93
668;91;94
669;91;93
670;92;94
671;92;93
672;89;94
673;89;91
674;91;92
675;91;92
676;91;93
677;91;93
678;92;94
679;92;93
680;91;94
681;91;93
682;93;94
683;93;94
684;92;95
685;92;94
686;93;95
687;93;94
688;90;95
689;90;92
690;92;93
691;92;93
692;92;94
693;92;94
694;93;95
695;93;94
696;91;95
697;91;93
698;93;94
699;93;94
700;92;95
701;92;94
702;93;95
703;93;94
704;88;95
705;88;89
706;89;90
707;89;90
708;89;91
709;89;91
710;90;92
711;90;91
712;89;92
713;89;91
714;91;92
715;91;92
716;90;93
717;90;92
718;91;93
719;91;92
720;89;93
721;89;91
722;91;92
723;91;92
724;91;93
725;91;93
726;92;94
727;92;93
728;90;94
729;90;92
730;92;93
731;92;93
732;91;94
733;91;93
734;92;94
735;92;93
736;88;94
737;88;90
738;90;91
739;90;91
740;90;92
741;90;92
742;91;93
743;91;92
744;90;93
745;90;92
746;92;93
747;92;93
748;91;94
749;91;93
750;92;94
751;92;93
752;89;94
753;89;91
754;91;92
755;91;92
756;91;93
757;91;93
758;92;94
759;92;93
760;90;94
761;90;92
762;92;93
763;92;93
764;91;94
765;91;93
766;92;94
767;92;93
768;85;94
769;85;86
770;86;87
771;86;87
772;86;88
773;86;88
774;87;89
775;87;88
776;86;89
777;86;88
778;88;89
779;88;89
780;87;90
781;87;89
782;88;90
783;88;89
784;86;90
785;86;88
786;88;89
787;88;89
788;88;90
789;88;90
790;89;91
791;89;90
792;87;91
793;87;89
794;89;90
795;89;90
796;88;91
797;88;90
798;89;91
799;89;90
800;86;91
801;86;88
802;88;89
803;88;89
804;88;90
805;88;90
806;89;91
807;89;90
808;88;91
809;88;90
810;90;91
811;90;91
812;89;92
813;89;91
814;90;92
815;90;91
816;87;92
817;87;89
818;89;90
819;89;90
820;89;91
821;89;91
822;90;92
823;90;91
824;88;92
825;88;90
826;90;91
827;90;91
828;89;92
829;89;91
830;90;92
831;90;91
832;86;92
833;86;87
834;87;88
835;87;88
836;87;89
837;87;89
838;88;90
839;88;89
840;87;90
841;87;89
842;89;90
843;89;90
844;88;91
845;88;90
846;89;91
847;89;90
848;87;91
849;87;89
850;89;90
851;89;90
852;89;91
853;89;91
854;90;92
855;90;91
856;88;92
857;88;90
858;90;91
859;90;91
860;89;92
861;89;91
862;90;92
863;90;91
864;86;92
865;86;88
866;88;89
867;88;89
868;88;90
869;88;90
870;89;91
871;89;90
872;88;91
873;88;90
874;90;91
875;90;91
876;89;92
877;89;91
878;90;92
879;90;91
880;87;92
881;87;89
882;89;90
883;89;90
884;89;91
885;89;91
886;90;92
887;90;91
888;88;92
889;88;90
890;90;91
891;90;91
892;89;92
893;89;91
894;90;92
895;90;91
896;84;92
897;84;85
898;85;86
899;85;86
900;85;87
901;85;87
902;86;88
903;86;87
904;85;88
905;85;87
906;87;88
907;87;88
908;86;89
909;86;88
910;87;89
911;87;88
912;85;89
913;85;87
914;87;88
915;87;88
916;87;89
917;87;89
918;88;90
919;88;89
920;86;90
921;86;88
922;88;89
923;88;89
924;87;90
925;87;89
926;88;90
927;88;89
928;85;90
929;85;87
930;87;88
931;87;88
932;87;89
933;87;89
934;88;90
935;88;89
936;87;90
937;87;89
938;89;90
939;89;90
940;88;91
941;88;90
942;89;91
943;89;90
944;86;91
945;86;88
946;88;89
947;88;89
948;88;90
949;88;90
950;89;91
951;89;90
952;87;91
953;87;89
954;89;90
955;89;90
956;88;91
957;88;90
958;89;91
959;89;90
960;84;91
961;84;85
962;85;86
963;85;86
964;85;87
965;85;87
966;86;88
967;86;87
968;85;88
969;85;87
970;87;88
971;87;88
972;86;89
973;86;88
974;87;89
975;87;88
976;85;89
977;85;87
978;87;88
979;87;88
980;87;89
981;87;89
982;88;90
983;88;89
984;86;90
985;86;88
986;88;89
987;88;89
988;87;90
989;87;89
990;88;90
991;88;89
992;84;90
993;84;86
994;86;87
995;86;87
996;86;88
997;86;88
998;87;89
999;87;88
1000;86;89
1001;86;88
1002;88;89
1003;88;89
1004;87;90
1005;87;89
1006;88;90
1007;88;89
1008;85;90
1009;85;87
1010;87;88
1011;87;88
1012;87;89
1013;87;89
1014;88;90
1015;88;89
1016;86;90
1017;86;88
1018;88;89
1019;88;89
1020;87;90
1021;87;89
1022;88;90
1023;88;89
1024;79;90
1025;79;80
1026;80;81
1027;80;81
1028;80;82
1029;80;82
1030;81;83
1031;81;82
1032;80;83
1033;80;82
1034;82;83
1035;82;83
1036;81;84
1037;81;83
1038;82;84
1039;82;83
1040;80;84
1041;80;82
1042;82;83
1043;82;83
1044;82;84
1045;82;84
1046;83;85
1047;83;84
1048;81;85
1049;81;83
1050;83;84
1051;83;84
1052;82;85
1053;82;84
1054;83;85
1055;83;84
1056;80;85
1057;80;82
1058;82;83
1059;82;83
1060;82;84
1061;82;84
1062;83;85
1063;83;84
1064;82;85
1065;82;84
1066;84;85
1067;84;85
1068;83;86
1069;83;85
1070;84;86
1071;84;85
1072;81;86
1073;81;83
1074;83;84
1075;83;84
1076;83;85
1077;83;85
1078;84;86
1079;84;85
1080;82;86
1081;82;84
1082;84;85
1083;84;85
1084;83;86
1085;83;85
1086;84;86
1087;84;85
1088;80;86
1089;80;81
1090;81;82
1091;81;82
1092;81;83
1093;81;83
1094;82;84
1095;82;83
1096;81;84
1097;81;83
1098;83;84
1099;83;84
1100;82;85
1101;82;84
1102;83;85
1103;83;84
1104;81;85
1105;81;83
1106;83;84
1107;83;84
1108;83;85
1109;83;85
1110;84;86
1111;84;85
1112;82;86
1113;82;84
1114;84;85
1115;84;85
1116;83;86
1117;83;85
1118;84;86
1119;84;85
1120;80;86
1121;80;82
1122;82;83
1123;82;83
1124;82;84
1125;82;84
1126;83;85
1127;83;84
1128;82;85
1129;82;84
1130;84;85
1131;84;85
1132;83;86
1133;83;85
1134;84;86
1135;84;85
1136;81;86
1137;81;83
1138;83;84
1139;83;84
1140;83;85
1141;83;85
1142;84;86
1143;84;85
1144;82;86
1145;82;84
1146;84;85
1147;84;85
1148;83;86
1149;83;85
1150;84;86
1151;84;85
1152;79;86
1153;79;80
1154;80;81
1155;80;81
1156;80;82
1157;80;82
1158;81;83
1159;81;82
1160;80;83
1161;80;82
1162;82;83
1163;82;83
1164;81;84
1165;81;83
1166;82;84
1167;82;83
1168;80;84
1169;80;82
1170;82;83
1171;82;83
1172;82;84
1173;82;84
1174;83;85
1175;83;84
1176;81;85
1177;81;83
1178;83;84
1179;83;84
1180;82;85
1181;82;84
1182;83;85
1183;83;84
1184;80;85
1185;80;82
1186;82;83
1187;82;83
1188;82;84
1189;82;84
1190;83;85
1191;83;84
1192;82;85
1193;82;84
1194;84;85
1195;84;85
1196;83;86
1197;83;85
1198;84;86
1199;84;85
1200;81;86
1201;81;83
1202;83;84
1203;83;84
1204;83;85
1205;83;85
1206;84;86
1207;84;85
1208;82;86
1209;82;84
1210;84;85
1211;84;85
1212;83;86
1213;83;85
1214;84;86
1215;84;85
1216;79;86
1217;79;80
1218;80;81
1219;80;81
1220;80;82
1221;80;82
1222;81;83
1223;81;82
1224;80;83
1225;80;82
1226;82;83
1227;82;83
1228;81;84
1229;81;83
